time,cell,value,name,t0
0.0,eff1,0.0,delay,0
0.01,eff1,1.2365748091476948e-15,delay,0
0.02,eff1,1.2321773295890847e-12,delay,0
0.03,eff1,6.208290372287905e-11,delay,0
0.04,eff1,1.0071353466372028e-09,delay,0
0.05,eff1,8.533667873933195e-09,delay,0
0.06,eff1,4.812879752134164e-08,delay,0
0.07,eff1,2.0506053162888994e-07,delay,0
0.08,eff1,7.112026506069039e-07,delay,0
0.09,eff1,2.1076901768210656e-06,delay,0
0.1,eff1,5.517285739840218e-06,delay,0
0.11,eff1,1.306278290094818e-05,delay,0
0.12,eff1,2.8466740945396673e-05,delay,0
0.13,eff1,5.786362870953695e-05,delay,0
0.14,eff1,0.0001108482394841874,delay,0
0.15,eff1,0.00020177456756127575,delay,0
0.16,eff1,0.00035130809399095775,delay,0
0.17,eff1,0.0005882220882010592,delay,0
0.18,eff1,0.0009514161301245366,delay,0
0.19,eff1,0.0014921231925699942,delay,0
0.2,eff1,0.0022762609095399997,delay,0
0.21,eff1,0.0033868736072713286,delay,0
0.22,eff1,0.004926604644457821,delay,0
0.23,eff1,0.00702013382497044,delay,0
0.24,eff1,0.009816512212670034,delay,0
0.25,eff1,0.013491326576363965,delay,0
0.26,eff1,0.018248627852052966,delay,0
0.27,eff1,0.024322562141476503,delay,0
0.28,eff1,0.03197864872996772,delay,0
0.29,eff1,0.04151465713576658,delay,0
0.3,eff1,0.053261043764167126,delay,0
0.31,eff1,0.06758091827104619,delay,0
0.32,eff1,0.08486951975466961,delay,0
0.33,eff1,0.10555319312851007,delay,0
0.34,eff1,0.13008786618738083,delay,0
0.35000000000000003,eff1,0.1589570377040108,delay,0
0.36,eff1,0.19266929615689554,delay,0
0.37,eff1,0.23175539720306357,delay,0
0.38,eff1,0.27676493561915705,delay,0
0.39,eff1,0.3282626540263313,delay,0
0.4,eff1,0.3868244362104385,delay,0
0.41000000000000003,eff1,0.45303303720433397,delay,0
0.42,eff1,0.527473605500573,delay,0
0.43,eff1,0.610729054824717,delay,0
0.44,eff1,0.703375343860565,delay,0
0.45,eff1,0.8059767222379783,delay,0
0.46,eff1,0.9190810000472279,delay,0
0.47000000000000003,eff1,1.0432148962197405,delay,0
0.48,eff1,1.1788795184118945,delay,0
0.49,eff1,1.326546023650596,delay,0
0.5,eff1,1.4866515050544429,delay,0
0.51,eff1,1.6595951455407543,delay,0
0.52,eff1,1.845734674673295,delay,0
0.53,eff1,2.045383159801223,delay,0
0.54,eff1,2.258806157484555,delay,0
0.55,eff1,2.486219245986449,delay,0
0.56,eff1,2.727785954421686,delay,0
0.5700000000000001,eff1,2.9836160990593448,delay,0
0.58,eff1,3.2537645323525424,delay,0
0.59,eff1,3.538230305567156,delay,0
0.6,eff1,3.836956241453367,delay,0
0.61,eff1,4.149828909288942,delay,0
0.62,eff1,4.476678990852579,delay,0
0.63,eff1,4.817282022483073,delay,0
0.64,eff1,5.171359495361112,delay,0
0.65,eff1,5.538580293523955,delay,0
0.66,eff1,5.918562446891518,delay,0
0.67,eff1,6.310875174741881,delay,0
0.68,eff1,6.715041193616779,delay,0
0.6900000000000001,eff1,7.130539262549977,delay,0
0.7000000000000001,eff1,7.556806937777368,delay,0
0.71,eff1,7.993243508687198,delay,0
0.72,eff1,8.439213086680004,delay,0
0.73,eff1,8.894047818806534,delay,0
0.74,eff1,9.357051198512929,delay,0
0.75,eff1,9.827501446519078,delay,0
0.76,eff1,10.304654935762237,delay,0
0.77,eff1,10.787749635426568,delay,0
0.78,eff1,11.276008550324073,delay,0
0.79,eff1,11.768643133267982,delay,0
0.8,eff1,12.264856649560622,delay,0
0.81,eff1,12.763847474281398,delay,0
0.8200000000000001,eff1,13.264812304683392,delay,0
0.8300000000000001,eff1,13.76694927166921,delay,0
0.84,eff1,14.269460935998055,delay,0
0.85,eff1,14.771557156559206,delay,0
0.86,eff1,15.272457819715745,delay,0
0.87,eff1,15.771395420362436,delay,0
0.88,eff1,16.2676174869397,delay,0
0.89,eff1,16.760388844191144,delay,0
0.9,eff1,17.2489937089353,delay,0
0.91,eff1,17.732737615534468,delay,0
0.92,eff1,18.210949169079548,delay,0
0.93,eff1,18.682981625562864,delay,0
0.9400000000000001,eff1,19.148214299478,delay,0
0.9500000000000001,eff1,19.606053800364222,delay,0
0.96,eff1,20.055935100800415,delay,0
0.97,eff1,20.497322439250084,delay,0
0.98,eff1,20.929710061964478,delay,0
0.99,eff1,21.35262280886658,delay,0
1.0,eff1,21.765616548966538,delay,0
1.01,eff1,22.16827847140076,delay,0
1.02,eff1,22.560227238646704,delay,0
1.03,eff1,22.94111300884513,delay,0
1.04,eff1,23.310617334466226,delay,0
1.05,eff1,23.668452944789085,delay,0
1.06,eff1,24.014363419830104,delay,0
1.07,eff1,24.3481227634587,delay,0
1.08,eff1,24.66953488348441,delay,0
1.09,eff1,24.97843298649041,delay,0
1.1,eff1,25.274678895131547,delay,0
1.11,eff1,25.558162295513075,delay,0
1.12,eff1,25.82879992212501,delay,0
1.1300000000000001,eff1,26.086534687629655,delay,0
1.1400000000000001,eff1,26.331334764592384,delay,0
1.1500000000000001,eff1,26.56319262601008,delay,0
1.16,eff1,26.78212405123385,delay,0
1.17,eff1,26.988167103604578,delay,0
1.18,eff1,27.18138108582691,delay,0
1.19,eff1,27.361845478801015,delay,0
1.2,eff1,27.529658869316137,delay,0
1.21,eff1,27.68493787168824,delay,0
1.22,eff1,27.82781604809812,delay,0
1.23,eff1,27.958442832059294,delay,0
