time,cell,value,name,t0
1.17,eff1,23.87664374720131,delay,0.1
1.18,eff1,24.10081790293787,delay,0.1
1.19,eff1,24.311934410422978,delay,0.1
1.2,eff1,24.51009492167199,delay,0.1
1.21,eff1,24.695419085726492,delay,0.1
1.22,eff1,24.868043469295912,delay,0.1
1.23,eff1,25.02812048052579,delay,0.1
1.24,eff1,25.175817299995774,delay,0.1
1.25,eff1,25.311314822726693,delay,0.1
1.26,eff1,25.434806614657084,delay,0.1
1.27,eff1,25.54649788673669,delay,0.1
1.28,eff1,25.646604489479476,delay,0.1
1.29,eff1,25.735351930521933,delay,0.1
1.3,eff1,25.812974417446455,delay,0.1
1.31,eff1,25.879713927853487,delay,0.1
1.32,eff1,25.935819308411546,delay,0.1
1.33,eff1,25.98154540430626,delay,0.1
1.34,eff1,26.017152220388773,delay,0.1
1.35,eff1,26.042904114984182,delay,0.1
1.36,eff1,26.05906902713236,delay,0.1
1.37,eff1,26.06591773786865,delay,0.1
1.3800000000000001,eff1,26.06372316593558,delay,0.1
1.3900000000000001,eff1,26.052759698148265,delay,0.1
1.4000000000000001,eff1,26.033302554474087,delay,0.1
1.41,eff1,26.00562718773858,delay,0.1
1.42,eff1,25.970008717732064,delay,0.1
1.43,eff1,25.926721399361806,delay,0.1
1.44,eff1,25.876038124394423,delay,0.1
1.45,eff1,25.818229956273004,delay,0.1
1.46,eff1,25.753565697185078,delay,0.1
1.47,eff1,25.682311486863078,delay,0.1
1.48,eff1,25.60473043217617,delay,0.1
1.49,eff1,25.52108226667982,delay,0.1
1.5,eff1,25.43162303920383,delay,0.1
1.51,eff1,25.33660483051341,delay,0.1
1.52,eff1,25.236275497043575,delay,0.1
1.53,eff1,25.13087844067846,delay,0.1
1.54,eff1,25.02065240352512,delay,0.1
1.55,eff1,24.905831286616372,delay,0.1
1.56,eff1,24.786643991467965,delay,0.1
1.57,eff1,24.663314283410898,delay,0.1
1.58,eff1,24.53606067562125,delay,0.1
1.59,eff1,24.405096332775063,delay,0.1
1.6,eff1,24.270628993265646,delay,0.1
1.61,eff1,24.132860908934056,delay,0.1
1.62,eff1,23.991988801279984,delay,0.1
1.6300000000000001,eff1,23.848203833140094,delay,0.1
1.6400000000000001,eff1,23.701691594843062,delay,0.1
1.6500000000000001,eff1,23.552632103874743,delay,0.1
1.6600000000000001,eff1,23.401199817113742,delay,0.1
1.67,eff1,23.247563654725283,delay,0.1
1.68,eff1,23.09188703483095,delay,0.1
1.69,eff1,22.93432791810244,delay,0.1
1.7,eff1,22.77503886145862,delay,0.1
1.71,eff1,22.61416708007757,delay,0.1
1.72,eff1,22.45185451696777,delay,0.1
1.73,eff1,22.288237919375028,delay,0.1
1.74,eff1,22.12344892133537,delay,0.1
1.75,eff1,21.957614131716177,delay,0.1
1.76,eff1,21.79085522712106,delay,0.1
1.77,eff1,21.62328904906615,delay,0.1
1.78,eff1,21.455027704867124,delay,0.1
1.79,eff1,21.286178671708974,delay,0.1
1.8,eff1,21.116844903396185,delay,0.1
1.81,eff1,20.947124939321483,delay,0.1
1.82,eff1,20.777113015210315,delay,0.1
1.83,eff1,20.60689917523107,delay,0.1
1.84,eff1,20.436569385084123,delay,0.1
1.85,eff1,20.26620564572204,delay,0.1
1.86,eff1,20.095886107363825,delay,0.1
1.87,eff1,19.92568518349971,delay,0.1
1.8800000000000001,eff1,19.755673664604302,delay,0.1
1.8900000000000001,eff1,19.58591883129927,delay,0.1
1.9000000000000001,eff1,19.416484566728286,delay,0.1
1.9100000000000001,eff1,19.247431467927886,delay,0.1
1.92,eff1,19.078816955997947,delay,0.1
1.93,eff1,18.910695384894048,delay,0.1
1.94,eff1,18.743118148682232,delay,0.1
1.95,eff1,18.57613378711345,delay,0.1
1.96,eff1,18.40978808939033,delay,0.1
1.97,eff1,18.24412419601789,delay,0.1
1.98,eff1,18.079182698636107,delay,0.1
1.99,eff1,17.915001737753013,delay,0.1
2.0,eff1,17.75161709830775,delay,0.1
2.0100000000000002,eff1,17.589062303002574,delay,0.1
2.02,eff1,17.427368703355352,delay,0.1
2.0300000000000002,eff1,17.266565568434007,delay,0.1
2.04,eff1,17.10668017124382,delay,0.1
2.05,eff1,16.94773787274702,delay,0.1
2.06,eff1,16.789762203502434,delay,0.1
2.07,eff1,16.632774942920268,delay,0.1
2.08,eff1,16.476796196133773,delay,0.1
2.09,eff1,16.32184446849621,delay,0.1
2.1,eff1,16.167936737716555,delay,0.1
2.11,eff1,16.015088523653386,delay,0.1
2.12,eff1,15.863313955790101,delay,0.1
2.13,eff1,15.712625838419866,delay,0.1
2.14,eff1,15.563035713571391,delay,0.1
2.15,eff1,15.414553921710947,delay,0.1
2.16,eff1,15.267189660258227,delay,0.1
2.17,eff1,15.12095103995674,delay,0.1
2.18,eff1,14.975845139141441,delay,0.1
2.19,eff1,14.831878055948353,delay,0.1
2.2,eff1,14.68905495851234,delay,0.1
2.21,eff1,14.547380133201013,delay,0.1
2.22,eff1,14.406857030933216,delay,0.1
2.23,eff1,14.267488311632054,delay,0.1
2.24,eff1,14.129275886862466,delay,0.1
2.25,eff1,13.992220960704369,delay,0.1
2.2600000000000002,eff1,13.856324068912084,delay,0.1
2.27,eff1,13.721585116411413,delay,0.1
2.2800000000000002,eff1,13.588003413185067,delay,0.1
2.29,eff1,13.455577708597607,delay,0.1
2.3000000000000003,eff1,13.32430622421001,delay,0.1
2.31,eff1,13.194186685134202,delay,0.1
2.32,eff1,13.065216349976827,delay,0.1
2.33,eff1,12.937392039421153,delay,0.1
2.34,eff1,12.810710163495266,delay,0.1
2.35,eff1,12.68516674757372,delay,0.1
2.36,eff1,12.560757457159285,delay,0.1
2.37,eff1,12.437477621490117,delay,0.1
2.38,eff1,12.315322256017081,delay,0.1
2.39,eff1,12.194286083794672,delay,0.1
2.4,eff1,12.074363555828201,delay,0.1
2.41,eff1,11.955548870418516,delay,0.1
2.42,eff1,11.837835991544862,delay,0.1
2.43,eff1,11.721218666324981,delay,0.1
2.44,eff1,11.605690441590772,delay,0.1
2.45,eff1,11.491244679616445,delay,0.1
2.46,eff1,11.377874573035239,delay,0.1
2.47,eff1,11.265573158979368,delay,0.1
2.48,eff1,11.154333332477103,delay,0.1
2.49,eff1,11.04414785913938,delay,0.1
2.5,eff1,10.935009387167627,delay,0.1
2.5100000000000002,eff1,10.82691045871308,delay,0.1
2.52,eff1,10.719843520617083,delay,0.1
2.5300000000000002,eff1,10.61380093456053,delay,0.1
2.54,eff1,10.508774986649849,delay,0.1
2.5500000000000003,eff1,10.404757896465643,delay,0.1
2.56,eff1,10.301741825599391,delay,0.1
2.57,eff1,10.199718885702344,delay,0.1
2.58,eff1,10.098681146070037,delay,0.1
2.59,eff1,9.998620640784841,delay,0.1
2.6,eff1,9.899529375437933,delay,0.1
2.61,eff1,9.801399333451457,delay,0.1
2.62,eff1,9.70422248202051,delay,0.1
2.63,eff1,9.607990777694027,delay,0.1
2.64,eff1,9.512696171612529,delay,0.1
2.65,eff1,9.418330614420265,delay,0.1
2.66,eff1,9.324886060868202,delay,0.1
2.67,eff1,9.232354474123836,delay,0.1
2.68,eff1,9.140727829802909,delay,0.1
2.69,eff1,9.049998119737593,delay,0.1
2.7,eff1,8.960157355494875,delay,0.1
2.71,eff1,8.87119757165845,delay,0.1
2.72,eff1,8.783110828886583,delay,0.1
2.73,eff1,8.695889216758063,delay,0.1
2.74,eff1,8.609524856417544,delay,0.1
2.75,eff1,8.524009903031342,delay,0.1
2.7600000000000002,eff1,8.439336548063851,delay,0.1
2.77,eff1,8.355497021384624,delay,0.1
2.7800000000000002,eff1,8.272483593215409,delay,0.1
2.79,eff1,8.190288575926115,delay,0.1
2.8000000000000003,eff1,8.108904325688169,delay,0.1
2.81,eff1,8.02832324399336,delay,0.1
2.82,eff1,7.9485377790458,delay,0.1
2.83,eff1,7.869540427034318,delay,0.1
2.84,eff1,7.791323733292176,delay,0.1
2.85,eff1,7.713880293350643,delay,0.1
2.86,eff1,7.637202753892687,delay,0.1
2.87,eff1,7.561283813612624,delay,0.1
2.88,eff1,7.486116223987395,delay,0.1
2.89,eff1,7.41169278996466,delay,0.1
2.9,eff1,7.338006370572842,delay,0.1
2.91,eff1,7.2650498794577425,delay,0.1
2.92,eff1,7.192816285350364,delay,0.1
2.93,eff1,7.121298612470069,delay,0.1
2.94,eff1,7.05048994086719,delay,0.1
2.95,eff1,6.980383406708836,delay,0.1
2.96,eff1,6.910972202511553,delay,0.1
2.97,eff1,6.842249577324168,delay,0.1
2.98,eff1,6.774208836864096,delay,0.1
2.99,eff1,6.706843343610109,delay,0.1
3.0,eff1,6.640146516854448,delay,0.1
3.0100000000000002,eff1,6.57411183271694,delay,0.1
3.02,eff1,6.508732824123779,delay,0.1
3.0300000000000002,eff1,6.444003080753212,delay,0.1
3.04,eff1,6.379916248950583,delay,0.1
3.0500000000000003,eff1,6.316466031614705,delay,0.1
3.06,eff1,6.253646188057742,delay,0.1
3.0700000000000003,eff1,6.1914505338403245,delay,0.1
3.08,eff1,6.129872940583849,delay,0.1
3.09,eff1,6.068907335761551,delay,0.1
3.1,eff1,6.008547702469954,delay,0.1
3.11,eff1,5.948788079182196,delay,0.1
3.12,eff1,5.8896225594846285,delay,0.1
3.13,eff1,5.831045291798038,delay,0.1
3.14,eff1,5.773050479084662,delay,0.1
3.15,eff1,5.715632378542252,delay,0.1
3.16,eff1,5.658785301286176,delay,0.1
3.17,eff1,5.602503612020702,delay,0.1
3.18,eff1,5.546781728700272,delay,0.1
3.19,eff1,5.491614122181528,delay,0.1
3.2,eff1,5.436995315868541,delay,0.1
3.21,eff1,5.382919885348709,delay,0.1
3.22,eff1,5.3293824580230185,delay,0.1
3.23,eff1,5.276377712730414,delay,0.1
3.24,eff1,5.223900379366778,delay,0.1
3.25,eff1,5.171945238499263,delay,0.1
3.2600000000000002,eff1,5.120507120976523,delay,0.1
3.27,eff1,5.069580907535419,delay,0.1
3.2800000000000002,eff1,5.019161528404634,delay,0.1
3.29,eff1,4.969243962905753,delay,0.1
3.3000000000000003,eff1,4.919823239052143,delay,0.1
3.31,eff1,4.8708944331461375,delay,0.1
3.3200000000000003,eff1,4.822452669374823,delay,0.1
3.33,eff1,4.774493119404845,delay,0.1
3.34,eff1,4.727011001976512,delay,0.1
3.35,eff1,4.680001582497535,delay,0.1
3.36,eff1,4.633460172636698,delay,0.1
3.37,eff1,4.587382129917662,delay,0.1
3.38,eff1,4.541762857313246,delay,0.1
3.39,eff1,4.496597802840299,delay,0.1
3.4,eff1,4.451882459155497,delay,0.1
3.41,eff1,4.407612363152147,delay,0.1
3.42,eff1,4.363783095558263,delay,0.1
3.43,eff1,4.320390280536026,delay,0.1
3.44,eff1,4.277429585282828,delay,0.1
3.45,eff1,4.234896719633998,delay,0.1
3.46,eff1,4.19278743566738,delay,0.1
3.47,eff1,4.151097527309858,delay,0.1
3.48,eff1,4.10982282994594,delay,0.1
3.49,eff1,4.068959220028527,delay,0.1
3.5,eff1,4.028502614691928,delay,0.1
3.5100000000000002,eff1,3.9884489713672098,delay,0.1
3.52,eff1,3.9487942873999953,delay,0.1
3.5300000000000002,eff1,3.9095345996707205,delay,0.1
3.54,eff1,3.8706659842174673,delay,0.1
3.5500000000000003,eff1,3.8321845558613816,delay,0.1
3.56,eff1,3.7940864678347834,delay,0.1
3.5700000000000003,eff1,3.7563679114119433,delay,0.1
3.58,eff1,3.7190251155426393,delay,0.1
3.59,eff1,3.682054346488469,delay,0.1
3.6,eff1,3.645451907461989,delay,0.1
3.61,eff1,3.6092141382686855,delay,0.1
3.62,eff1,3.573337414951806,delay,0.1
3.63,eff1,3.537818149440085,delay,0.1
3.64,eff1,3.5026527891983408,delay,0.1
3.65,eff1,3.4678378168810178,delay,0.1
3.66,eff1,3.4333697499886187,delay,0.1
3.67,eff1,3.3992451405270843,delay,0.1
3.68,eff1,3.3654605746701023,delay,0.1
3.69,eff1,3.3320126724243457,delay,0.1
3.7,eff1,3.2988980872976623,delay,0.1
3.71,eff1,3.2661135059701865,delay,0.1
3.72,eff1,3.2336556479683893,delay,0.1
3.73,eff1,3.2015212653420657,delay,0.1
3.74,eff1,3.169707142344219,delay,0.1
3.75,eff1,3.1382100951138927,delay,0.1
3.7600000000000002,eff1,3.10702697136187,delay,0.1
3.77,eff1,3.076154650059305,delay,0.1
3.7800000000000002,eff1,3.045590041129199,delay,0.1
3.79,eff1,3.015330085140782,delay,0.1
3.8000000000000003,eff1,2.9853717530067225,delay,0.1
3.81,eff1,2.955712045683198,delay,0.1
3.8200000000000003,eff1,2.9263479938727768,delay,0.1
3.83,eff1,2.8972766577301323,delay,0.1
3.84,eff1,2.8684951265705245,delay,0.1
3.85,eff1,2.84000051858108,delay,0.1
3.86,eff1,2.811789980534824,delay,0.1
3.87,eff1,2.783860687507448,delay,0.1
3.88,eff1,2.7562098425968102,delay,0.1
3.89,eff1,2.728834676645128,delay,0.1
3.9,eff1,2.7017324479638662,delay,0.1
3.91,eff1,2.6749004420612765,delay,0.1
3.92,eff1,2.6483359713725925,delay,0.1
3.93,eff1,2.622036374992835,delay,0.1
3.94,eff1,2.59599901841224,delay,0.1
3.95,eff1,2.5702212932542436,delay,0.1
3.96,eff1,2.544700617016055,delay,0.1
3.97,eff1,2.5194344328117424,delay,0.1
3.98,eff1,2.494420209117868,delay,0.1
3.99,eff1,2.4696554395215915,delay,0.1
4.0,eff1,2.4451376424712765,delay,0.1
4.01,eff1,2.4208643610295284,delay,0.1
4.0200000000000005,eff1,2.396833162628688,delay,0.1
4.03,eff1,2.37304163882873,delay,0.1
4.04,eff1,2.34948740507754,delay,0.1
4.05,eff1,2.326168100473584,delay,0.1
4.0600000000000005,eff1,2.303081387530909,delay,0.1
4.07,eff1,2.2802249519464874,delay,0.1
4.08,eff1,2.2575965023698474,delay,0.1
4.09,eff1,2.2351937701750053,delay,0.1
4.1,eff1,2.2130145092346574,delay,0.1
4.11,eff1,2.19105649569661,delay,0.1
4.12,eff1,2.169317527762445,delay,0.1
4.13,eff1,2.1477954254683653,delay,0.1
4.14,eff1,2.126488030468242,delay,0.1
4.15,eff1,2.105393205818808,delay,0.1
4.16,eff1,2.0845088357670067,delay,0.1
4.17,eff1,2.063832825539435,delay,0.1
4.18,eff1,2.0433631011339117,delay,0.1
4.19,eff1,2.023097609113107,delay,0.1
4.2,eff1,2.0030343164002424,delay,0.1
4.21,eff1,1.983171210076821,delay,0.1
4.22,eff1,1.9635062971823811,delay,0.1
4.23,eff1,1.9440376045162477,delay,0.1
4.24,eff1,1.9247631784412762,delay,0.1
4.25,eff1,1.9056810846895305,delay,0.1
4.26,eff1,1.8867894081699321,delay,0.1
4.2700000000000005,eff1,1.8680862527778126,delay,0.1
4.28,eff1,1.8495697412063872,delay,0.1
4.29,eff1,1.8312380147600886,delay,0.1
4.3,eff1,1.813089233169796,delay,0.1
4.3100000000000005,eff1,1.7951215744098903,delay,0.1
4.32,eff1,1.7773332345171584,delay,0.1
4.33,eff1,1.7597224274114893,delay,0.1
4.34,eff1,1.7422873847183808,delay,0.1
4.3500000000000005,eff1,1.7250263555932142,delay,0.1
4.36,eff1,1.7079376065472958,delay,0.1
4.37,eff1,1.6910194212756258,delay,0.1
4.38,eff1,1.674270100486405,delay,0.1
4.39,eff1,1.6576879617322422,delay,0.1
4.4,eff1,1.64127133924305,delay,0.1
4.41,eff1,1.6250185837606215,delay,0.1
4.42,eff1,1.6089280623748474,delay,0.1
4.43,eff1,1.5929981583615926,delay,0.1
4.44,eff1,1.5772272710221782,delay,0.1
4.45,eff1,1.5616138155244879,delay,0.1
4.46,eff1,1.546156222745646,delay,0.1
4.47,eff1,1.5308529391162866,delay,0.1
4.48,eff1,1.5157024264663725,delay,0.1
4.49,eff1,1.5007031618725666,delay,0.1
4.5,eff1,1.485853637507117,delay,0.1
4.51,eff1,1.47115236048827,delay,0.1
4.5200000000000005,eff1,1.4565978527321688,delay,0.1
4.53,eff1,1.4421886508062471,delay,0.1
4.54,eff1,1.4279233057840748,delay,0.1
4.55,eff1,1.4138003831016672,delay,0.1
4.5600000000000005,eff1,1.3998184624152288,delay,0.1
4.57,eff1,1.3859761374603248,delay,0.1
4.58,eff1,1.3722720159124515,delay,0.1
4.59,eff1,1.3587047192490125,delay,0.1
4.6000000000000005,eff1,1.345272882612668,delay,0.1
4.61,eff1,1.3319751546760616,delay,0.1
4.62,eff1,1.3188101975078823,delay,0.1
4.63,eff1,1.3057766864402849,delay,0.1
4.64,eff1,1.292873309937624,delay,0.1
4.65,eff1,1.2800987694665042,delay,0.1
4.66,eff1,1.267451779367135,delay,0.1
4.67,eff1,1.2549310667259572,delay,0.1
4.68,eff1,1.2425353712495597,delay,0.1
4.69,eff1,1.2302634451398418,delay,0.1
4.7,eff1,1.2181140529704368,delay,0.1
4.71,eff1,1.206085971564355,delay,0.1
4.72,eff1,1.194177989872861,delay,0.1
4.73,eff1,1.1823889088555555,delay,0.1
4.74,eff1,1.1707175413616575,delay,0.1
4.75,eff1,1.159162712012467,delay,0.1
4.76,eff1,1.1477232570850058,delay,0.1
4.7700000000000005,eff1,1.136398024396819,delay,0.1
4.78,eff1,1.1251858731919255,delay,0.1
4.79,eff1,1.1140856740279053,delay,0.1
4.8,eff1,1.1030963086641146,delay,0.1
4.8100000000000005,eff1,1.0922166699510163,delay,0.1
4.82,eff1,1.0814456617206172,delay,0.1
4.83,eff1,1.0707821986779886,delay,0.1
4.84,eff1,1.0602252062938786,delay,0.1
4.8500000000000005,eff1,1.0497736206983879,delay,0.1
4.86,eff1,1.0394263885757127,delay,0.1
4.87,eff1,1.0291824670599252,delay,0.1
4.88,eff1,1.0190408236318031,delay,0.1
4.89,eff1,1.0090004360166815,delay,0.1
4.9,eff1,0.9990602920833227,delay,0.1
4.91,eff1,0.9892193897437949,delay,0.1
4.92,eff1,0.9794767368543442,delay,0.1
4.93,eff1,0.9698313511172549,delay,0.1
4.94,eff1,0.9602822599836868,delay,0.1
4.95,eff1,0.9508285005574818,delay,0.1
4.96,eff1,0.941469119499919,delay,0.1
4.97,eff1,0.9322031729354258,delay,0.1
4.98,eff1,0.9230297263582201,delay,0.1
4.99,eff1,0.913947854539889,delay,0.1
5.0,eff1,0.9049566414378735,delay,0.1
5.01,eff1,0.8960551801048726,delay,0.1
5.0200000000000005,eff1,0.8872425725991432,delay,0.1
5.03,eff1,0.8785179298956947,delay,0.1
5.04,eff1,0.8698803717983564,delay,0.1
5.05,eff1,0.8613290268527295,delay,0.1
5.0600000000000005,eff1,0.8528630322599928,delay,0.1
5.07,eff1,0.8444815337915739,delay,0.1
5.08,eff1,0.836183685704655,delay,0.1
5.09,eff1,0.8279686506585261,delay,0.1
5.1000000000000005,eff1,0.8198355996317642,delay,0.1
5.11,eff1,0.811783711840235,delay,0.1
5.12,eff1,0.8038121746559036,delay,0.1
5.13,eff1,0.7959201835264532,delay,0.1
5.14,eff1,0.7881069418957001,delay,0.1
5.15,eff1,0.7803716611247944,delay,0.1
5.16,eff1,0.7727135604142052,delay,0.1
5.17,eff1,0.7651318667264722,delay,0.1
5.18,eff1,0.7576258147097268,delay,0.1
5.19,eff1,0.7501946466219679,delay,0.1
5.2,eff1,0.7428376122560886,delay,0.1
5.21,eff1,0.7355539688656402,delay,0.1
5.22,eff1,0.7283429810913354,delay,0.1
5.23,eff1,0.721203920888274,delay,0.1
5.24,eff1,0.7141360674538921,delay,0.1
5.25,eff1,0.7071387071566172,delay,0.1
5.26,eff1,0.700211133465234,delay,0.1
5.2700000000000005,eff1,0.6933526468789429,delay,0.1
5.28,eff1,0.6865625548647691,delay,0.1
5.29,eff1,0.6798401717955932,delay,0.1
5.3,eff1,0.6731848188239572,delay,0.1
5.3100000000000005,eff1,0.6665958238829494,delay,0.1
5.32,eff1,0.6600725215987094,delay,0.1
5.33,eff1,0.653614253222418,delay,0.1
5.34,eff1,0.6472203665650491,delay,0.1
5.3500000000000005,eff1,0.6408902159327636,delay,0.1
5.36,eff1,0.6346231620629411,delay,0.1
5.37,eff1,0.6284185720608378,delay,0.1
5.38,eff1,0.6222758193368743,delay,0.1
5.39,eff1,0.616194283544536,delay,0.1
5.4,eff1,0.6101733505188868,delay,0.1
5.41,eff1,0.6042124122156901,delay,0.1
5.42,eff1,0.5983108666511244,delay,0.1
5.43,eff1,0.5924681178420957,delay,0.1
5.44,eff1,0.5866835757471347,delay,0.1
5.45,eff1,0.580956656207879,delay,0.1
5.46,eff1,0.5752867808911246,delay,0.1
5.47,eff1,0.5696733772314524,delay,0.1
5.48,eff1,0.5641158783744155,delay,0.1
5.49,eff1,0.5586137231202873,delay,0.1
5.5,eff1,0.5531663558683585,delay,0.1
5.51,eff1,0.5477732265617844,delay,0.1
5.5200000000000005,eff1,0.5424337906329718,delay,0.1
5.53,eff1,0.5371475089495052,delay,0.1
5.54,eff1,0.5319138477605975,delay,0.1
5.55,eff1,0.526732278644072,delay,0.1
5.5600000000000005,eff1,0.5216022784538625,delay,0.1
5.57,eff1,0.5165233292680287,delay,0.1
5.58,eff1,0.5114949183372793,delay,0.1
5.59,eff1,0.5065165380340024,delay,0.1
5.6000000000000005,eff1,0.5015876858017944,delay,0.1
5.61,eff1,0.49670786410548434,delay,0.1
5.62,eff1,0.4918765803816456,delay,0.1
5.63,eff1,0.4870933469895953,delay,0.1
5.64,eff1,0.48235768116287175,delay,0.1
5.65,eff1,0.4776691049611874,delay,0.1
5.66,eff1,0.47302714522285405,delay,0.1
5.67,eff1,0.4684313335176695,delay,0.1
5.68,eff1,0.46388120610026917,delay,0.1
5.69,eff1,0.459376303863933,delay,0.1
5.7,eff1,0.4549161722948448,delay,0.1
5.71,eff1,0.4505003614267965,delay,0.1
5.72,eff1,0.44612842579633843,delay,0.1
5.73,eff1,0.4417999243983662,delay,0.1
5.74,eff1,0.43751442064214424,delay,0.1
5.75,eff1,0.4332714823077551,delay,0.1
