,gene,bimodal,expo,gamma,longtail,other,winner
5927,Ipo5,1.0,,2.0,,,gamma
5928,Ipo7,,2.0,,,,expo
5929,Ipo8,,,2.0,,1.0,gamma
5930,Ipp,,,3.0,,5.0,other
5931,Ippk,,1.0,,,3.0,other
5932,Iqcb1,,1.0,,,2.0,other
5933,Iqcc,,,3.0,,,gamma
5934,Iqcd,,1.0,,,,expo
5935,Iqce,,,1.0,,,gamma
5936,Iqcf5,,1.0,,,,expo
5937,Iqcg,,,,,2.0,other
5938,Iqck,,,1.0,,,gamma
5939,Iqgap1,,1.0,2.0,,,gamma
5940,Iqgap3,,3.0,6.0,,,gamma
5941,Iqsec1,,2.0,,3.0,1.0,longtail
5942,Iqsec2,,1.0,,,,expo
5943,Iqwd1,,,1.0,,,gamma
5944,Irag1,,,1.0,,,gamma
5945,Irak2,1.0,3.0,,1.0,2.0,expo
5946,Irf1,,1.0,5.0,,1.0,gamma
5947,Irf2,,2.0,3.0,,,gamma
5948,Irf2bp1,,5.0,2.0,,,expo
5949,Irf4,,2.0,3.0,,,gamma
5950,Irf5,1.0,6.0,2.0,,1.0,expo
5951,Irf6,,3.0,1.0,,4.0,other
5952,Irf7,,4.0,5.0,1.0,1.0,gamma
5953,Irf8,,1.0,2.0,4.0,,longtail
5954,Irf9,,1.0,4.0,,3.0,gamma
5955,Irg1,,,1.0,,,gamma
5956,Irgb10,,1.0,,,,expo
5957,Irgm1,,2.0,4.0,,,gamma
5958,Irgm2,,1.0,2.0,,1.0,gamma
5959,Irgq,,1.0,,,,expo
5960,Irs2,,1.0,2.0,,1.0,gamma
5961,Irs3,,1.0,1.0,,2.0,other
5962,Irx2,,,,,1.0,other
5963,Irx3,,1.0,,,,expo
5964,Irx5,,,1.0,,,gamma
5965,Isca1,,,5.0,1.0,2.0,gamma
5966,Isca2,,1.0,,,,expo
5967,Iscu,1.0,2.0,5.0,,3.0,gamma
5968,Isg15,,,3.0,,,gamma
5969,Isg20,1.0,1.0,6.0,,1.0,gamma
5970,Isg20l1,,,1.0,,,gamma
5971,Isl1,,,,,1.0,other
5972,Islr,,,1.0,,,gamma
5973,Ism1,,,1.0,,,gamma
5974,Ism2,1.0,,,,3.0,other
5975,Isoc1,,1.0,3.0,,2.0,gamma
5976,Ist1,,1.0,2.0,,,gamma
5977,Isy1,,3.0,1.0,,1.0,expo
5978,Itch,,2.0,1.0,,1.0,expo
5979,Itfg1,1.0,,,,,bimodal
5980,Itfg2,1.0,2.0,5.0,,,gamma
5981,Itfg3,,,,,1.0,other
5982,Itga1,,1.0,2.0,,,gamma
5983,Itga11,,1.0,,,,expo
5984,Itga2b,1.0,,,,2.0,other
5985,Itga4,,2.0,3.0,,,gamma
5986,Itga6,,1.0,4.0,,,gamma
5987,Itga7,,2.0,2.0,,7.0,other
5988,Itga9,1.0,3.0,1.0,,,expo
5989,Itgad,,,1.0,,,gamma
5990,Itgae,,4.0,2.0,3.0,1.0,expo
5991,Itgal,,,4.0,,,gamma
5992,Itgav,,2.0,,,,expo
5993,Itgax,1.0,,,,,bimodal
5994,Itgb1bp1,,,1.0,,2.0,other
5995,Itgb1bp3,,1.0,,,,expo
5996,Itgb2,1.0,5.0,2.0,,,expo
5997,Itgb3bp,,,1.0,,,gamma
5998,Itgb4,,,1.0,,,gamma
5999,Itgb5,1.0,,5.0,,3.0,gamma
6000,Itgb6,,,1.0,,,gamma
6001,Itgb7,,1.0,2.0,,,gamma
6002,Itgb8,,,1.0,,3.0,other
6003,Itih1,,,1.0,,,gamma
6004,Itih2,,,1.0,,,gamma
6005,Itih4,,1.0,,,,expo
6006,Itih5,,2.0,5.0,,1.0,gamma
6007,Itk,,,3.0,,2.0,gamma
6008,Itln1,,,1.0,,,gamma
6009,Itm2a,,4.0,3.0,,,expo
6010,Itm2c,,,2.0,1.0,,gamma
6011,Itpa-ps1,,,,,1.0,other
6012,Itpk1,,2.0,3.0,,,gamma
6013,Itpka,,,3.0,,,gamma
6014,Itpkb,,2.0,4.0,,,gamma
6015,Itpkc,,,1.0,,,gamma
6016,Itpr3,,,1.0,,,gamma
6017,Itprip,,,1.0,,,gamma
6018,Itpripl2,,4.0,2.0,,,expo
6019,Itsn2,,2.0,1.0,,1.0,expo
6020,Ivd,,3.0,2.0,,1.0,expo
6021,Iws1,,,1.0,,,gamma
6022,Iyd,,,1.0,,,gamma
6023,Izumo1r,,1.0,,,,expo
6024,Jade2,,3.0,,,,expo
6025,Jade3,,,3.0,,,gamma
6026,Jag1,,,,,1.0,other
6027,Jag2,,1.0,,,3.0,other
6028,Jagn1,,,2.0,,1.0,gamma
6029,Jak2,,2.0,,,,expo
6030,Jak3,,2.0,2.0,,5.0,other
6031,Jam2,,,1.0,,,gamma
6032,Jam3,,1.0,,,,expo
6033,Jam4,,1.0,,,,expo
6034,Jaml,,2.0,,,1.0,expo
6035,Jarid2,1.0,,2.0,,1.0,gamma
6036,Jazf1,,1.0,3.0,,4.0,other
6037,Jdp2,,1.0,3.0,,1.0,gamma
6038,Jkamp,,,,,2.0,other
6039,Jmjd1a,,,,,4.0,other
6040,Jmjd1b,,2.0,,1.0,,expo
6041,Jmjd2b,,3.0,4.0,,3.0,gamma
6042,Jmjd2c,,,1.0,,3.0,other
6043,Jmjd4,,1.0,2.0,,1.0,gamma
6044,Jmjd6,1.0,2.0,1.0,3.0,1.0,longtail
6045,Jmjd7,,,1.0,,,gamma
6046,Josd3,,,1.0,4.0,1.0,longtail
6047,Jph3,,,,,2.0,other
6048,Jpt1,,1.0,,,,expo
6049,Jtb,,2.0,5.0,,3.0,gamma
6050,Jun,,1.0,4.0,2.0,3.0,gamma
6051,Kalrn,,,1.0,,,gamma
6052,Kank2,,1.0,,,,expo
6053,Kank3,,1.0,1.0,,3.0,other
6054,Kank4,,1.0,,,,expo
6055,Kansl1l,,,2.0,,4.0,other
6056,Kansl2,,,2.0,,,gamma
6057,Kansl3,,,,,1.0,other
6058,Kars,,,3.0,,,gamma
6059,Kat2a,,1.0,3.0,,,gamma
6060,Kat2b,,,1.0,,,gamma
6061,Kat6b,,,2.0,,,gamma
6062,Kat7,,2.0,1.0,,1.0,expo
6063,Katnal1,,1.0,2.0,,1.0,gamma
6064,Katnal2,1.0,,,,,bimodal
6065,Katnb1,,2.0,2.0,,5.0,other
6066,Katnbl1,,,2.0,1.0,3.0,other
6067,Kazald1,,1.0,,,,expo
6068,Kazn,,1.0,,,,expo
6069,Kbtbd12,,,1.0,,,gamma
6070,Kbtbd13,,,1.0,,,gamma
6071,Kbtbd2,,8.0,1.0,,,expo
6072,Kbtbd4,1.0,2.0,3.0,,1.0,gamma
6073,Kbtbd8,,1.0,,2.0,4.0,other
6074,Kcmf1,1.0,1.0,1.0,,2.0,other
6075,Kcna1,,,1.0,,,gamma
6076,Kcna2,,2.0,,,,expo
6077,Kcna3,,,2.0,,,gamma
6078,Kcna4,,,1.0,,,gamma
6079,Kcna5,,,1.0,,,gamma
6080,Kcna7,1.0,,,,,bimodal
6081,Kcnab1,,,,1.0,,longtail
6082,Kcnab2,,1.0,3.0,,1.0,gamma
6083,Kcnab3,,,2.0,,3.0,other
6084,Kcnb1,,1.0,1.0,,2.0,other
6085,Kcnc1,,1.0,,,,expo
6086,Kcnc2,,1.0,,,,expo
6087,Kcnc3,,1.0,,,,expo
6088,Kcnc4,,1.0,,,,expo
6089,Kcnd2,,,,,1.0,other
6090,Kcne2,,,1.0,,,gamma
6091,Kcne4,,,1.0,,,gamma
6092,Kcnf1,,1.0,1.0,,3.0,other
6093,Kcnh2,,1.0,,,,expo
6094,Kcnip3,,,3.0,,1.0,gamma
6095,Kcnj2,,,1.0,,,gamma
6096,Kcnj5,,,,,1.0,other
6097,Kcnk1,,,1.0,,,gamma
6098,Kcnk13,,,,,1.0,other
6099,Kcnk2,,1.0,,,,expo
6100,Kcnk3,,1.0,,,,expo
6101,Kcnk5,,8.0,1.0,1.0,,expo
6102,Kcnk7,,7.0,1.0,,1.0,expo
6103,Kcnmb1,,3.0,2.0,,2.0,expo
6104,Kcnmb4,,4.0,2.0,3.0,,expo
6105,Kcnn2,,,1.0,,3.0,other
6106,Kcnq2,,,2.0,,1.0,gamma
6107,Kcnq4,,1.0,,,,expo
6108,Kcnq5,,,,,2.0,other
6109,Kcnrg,1.0,1.0,1.0,,2.0,other
6110,Kcnu1,,1.0,,,,expo
6111,Kcnv1,,,1.0,,,gamma
6112,Kcp,,,1.0,,,gamma
6113,Kctd1,1.0,,4.0,,3.0,gamma
6114,Kctd10,,,1.0,,2.0,other
6115,Kctd11,,1.0,,,2.0,other
6116,Kctd12,,,2.0,,4.0,other
6117,Kctd12b,,,2.0,,,gamma
6118,Kctd15,,1.0,,,,expo
6119,Kctd17,,6.0,2.0,1.0,2.0,expo
6120,Kctd20,,2.0,4.0,,5.0,other
6121,Kctd4,,,,,1.0,other
6122,Kctd6,,1.0,3.0,,4.0,other
6123,Kctd9,2.0,,,,,bimodal
6124,Kdelc1,,,7.0,,,gamma
6125,Kdelr2,,,2.0,,,gamma
6126,Kdelr3,,2.0,4.0,,,gamma
6127,Kdm1b,,1.0,,,,expo
6128,Kdm2b,,4.0,,,,expo
6129,Kdm3a,,,2.0,,,gamma
6130,Kdm3b,,,2.0,,,gamma
6131,Kdm4b,,2.0,1.0,,,expo
6132,Kdm4c,,,2.0,,,gamma
6133,Kdm4d,1.0,,,,,bimodal
6134,Kdm5b,,,2.0,,,gamma
6135,Kdm6a,,1.0,2.0,,,gamma
6136,Kdm6bos,,,1.0,,,gamma
6137,Kdm8,,1.0,,,,expo
6138,Keap1,,2.0,,,1.0,expo
6139,Kel,1.0,1.0,2.0,,1.0,gamma
6140,Khdrbs1,,1.0,1.0,,4.0,other
6141,Khk,,,1.0,2.0,,longtail
6142,Khsrp,,,,,1.0,other
6143,Kidins220,,2.0,1.0,,1.0,expo
6144,Kif11,,,7.0,,,gamma
6145,Kif13a,,2.0,1.0,,,expo
6146,Kif13b,,1.0,2.0,,,gamma
6147,Kif15,,2.0,1.0,4.0,1.0,longtail
6148,Kif16b,,2.0,,,,expo
6149,Kif18a,,1.0,5.0,,,gamma
6150,Kif1a,,,1.0,,,gamma
6151,Kif1b,1.0,4.0,6.0,1.0,5.0,gamma
6152,Kif1c,,2.0,2.0,,3.0,other
6153,Kif20a,,,2.0,,,gamma
6154,Kif20b,,1.0,4.0,,,gamma
6155,Kif22,,,7.0,,,gamma
6156,Kif24,,1.0,4.0,,1.0,gamma
6157,Kif26a,,1.0,,,,expo
6158,Kif2a,1.0,,6.0,,3.0,gamma
6159,Kif2c,,1.0,7.0,1.0,,gamma
6160,Kif3a,,1.0,6.0,,3.0,gamma
6161,Kif3b,1.0,2.0,1.0,,4.0,other
6162,Kif3c,,,,,3.0,other
6163,Kif4,,,6.0,,,gamma
6164,Kif5a,,1.0,2.0,,3.0,other
6165,Kif5c,1.0,5.0,1.0,,1.0,expo
6166,Kif7,,1.0,,,,expo
6167,Kifbp,,,1.0,,,gamma
6168,Kifc1,,1.0,6.0,,3.0,gamma
6169,Kifc2,,3.0,1.0,,,expo
6170,Kifc3,,,3.0,,,gamma
6171,Kifc5b,,,2.0,,,gamma
6172,Kin,1.0,5.0,1.0,1.0,,expo
6173,Kirrel,,,1.0,,,gamma
6174,Kirrel3,,,1.0,,,gamma
6175,Kiss1,,,,,1.0,other
6176,Kit,,1.0,2.0,,,gamma
6177,Klb,,,1.0,,,gamma
6178,Klc1,1.0,6.0,3.0,,2.0,expo
6179,Klc3,,2.0,1.0,,1.0,expo
6180,Klc4,,1.0,2.0,,,gamma
6181,Klf10,,,2.0,,,gamma
6182,Klf12,,,,,1.0,other
6183,Klf13,,3.0,5.0,,,gamma
6184,Klf14,,,,,1.0,other
6185,Klf15,,1.0,2.0,,,gamma
6186,Klf2,,3.0,2.0,2.0,,expo
6187,Klf3,,2.0,1.0,,,expo
6188,Klf4,,4.0,2.0,,,expo
6189,Klf5,,,1.0,,,gamma
6190,Klf6,,2.0,3.0,,1.0,gamma
6191,Klf7,,3.0,2.0,,,expo
6192,Klf8,,,1.0,,,gamma
6193,Klhdc1,,3.0,,,,expo
6194,Klhdc2,,,5.0,,,gamma
6195,Klhdc3,,,,,1.0,other
6196,Klhdc4,,1.0,3.0,,,gamma
6197,Klhdc5,,4.0,2.0,,,expo
6198,Klhdc9,1.0,,2.0,1.0,1.0,gamma
6199,Klhl11,,,2.0,,,gamma
6200,Klhl13,,1.0,,,,expo
6201,Klhl14,,,1.0,,,gamma
6202,Klhl15,,3.0,1.0,,,expo
6203,Klhl17,,1.0,,,,expo
6204,Klhl20,,2.0,,,,expo
6205,Klhl21,,1.0,4.0,,2.0,gamma
6206,Klhl22,,1.0,3.0,2.0,2.0,gamma
6207,Klhl23,,2.0,,,3.0,other
6208,Klhl24,,1.0,3.0,,,gamma
6209,Klhl25,,,,,2.0,other
6210,Klhl26,1.0,1.0,1.0,1.0,4.0,other
6211,Klhl3,1.0,,,,,bimodal
6212,Klhl30,,1.0,,,,expo
6213,Klhl32,1.0,1.0,1.0,,2.0,other
6214,Klhl4,,,1.0,,,gamma
6215,Klhl42,,1.0,,,2.0,other
6216,Klhl5,,,3.0,,4.0,other
6217,Klhl6,,1.0,2.0,,,gamma
6218,Klhl8,,,,,3.0,other
6219,Klhl9,,1.0,2.0,,,gamma
6220,Klk15,,1.0,,,,expo
6221,Klk1b11,,,,,1.0,other
6222,Klk1b24,,,1.0,,,gamma
6223,Klk1b4,,3.0,1.0,1.0,,expo
6224,Klk1b5,,3.0,1.0,1.0,,expo
6225,Klk1b8,,,1.0,,,gamma
6226,Klk1b9,,,1.0,,,gamma
6227,Klk7,1.0,,,,3.0,other
6228,Klk8,,1.0,2.0,,,gamma
6229,Klkb1,,,,,4.0,other
6230,Klra17,,,2.0,,,gamma
6231,Klra19,1.0,,2.0,1.0,,gamma
6232,Klra2,,,2.0,,,gamma
6233,Klra3,,2.0,1.0,,,expo
6234,Klra4,,,1.0,,,gamma
6235,Klra6,,,1.0,,,gamma
6236,Klrb1b,,,1.0,,,gamma
6237,Klrb1c,,,3.0,,,gamma
6238,Klrc1,,2.0,1.0,,,expo
6239,Klrc2,,2.0,,,,expo
6240,Klrc3,,3.0,,,,expo
6241,Klre1,,3.0,1.0,,1.0,expo
6242,Klrg1,,3.0,,1.0,,expo
6243,Klrg2,,1.0,,,,expo
6244,Klri1,,,1.0,,,gamma
6245,Klri2,,,1.0,,,gamma
6246,Klrk1,,3.0,5.0,1.0,4.0,gamma
6247,Kmt2b,,1.0,,,,expo
6248,Kmt2c,,,3.0,,,gamma
6249,Kmt2d,,,1.0,,,gamma
6250,Kmt2e,,,4.0,,,gamma
6251,Knop1,,,2.0,,,gamma
6252,Kns2,,,1.0,,,gamma
6253,Knstrn,1.0,1.0,2.0,,,gamma
6254,Kntc1,,,4.0,,,gamma
6255,Kpna4,,1.0,,,3.0,other
6256,Kpna6,,2.0,,,1.0,expo
6257,Kras,1.0,1.0,2.0,,1.0,gamma
6258,Krba1,,3.0,,1.0,,expo
6259,Krcc1,,1.0,1.0,,2.0,other
6260,Kremen1,,2.0,,,1.0,expo
6261,Kremen2,,1.0,5.0,,,gamma
6262,Krit1,,1.0,1.0,1.0,3.0,other
6263,Krr1,,1.0,4.0,2.0,3.0,gamma
6264,Krt10,1.0,3.0,1.0,,1.0,expo
6265,Krt16,,,5.0,,,gamma
6266,Krt18,1.0,,4.0,1.0,,gamma
6267,Krt19,,1.0,,,,expo
6268,Krt20,,1.0,,,,expo
6269,Krt222,,1.0,2.0,,,gamma
6270,Krt27,,,1.0,,,gamma
6271,Krt36,,,1.0,,,gamma
6272,Krt7,,,1.0,,,gamma
6273,Krt71,,,,,1.0,other
6274,Krt75,,,1.0,,,gamma
6275,Krt81,,,,,1.0,other
6276,Krtap13,,,1.0,,,gamma
6277,Krtap3-1,,,1.0,,,gamma
6278,Krtap4-16,,,1.0,,2.0,other
6279,Ksr1,,2.0,,,1.0,expo
6280,Kti12,,,2.0,,,gamma
6281,Ktn1,1.0,1.0,1.0,,4.0,other
6282,Kyat3,,,1.0,,2.0,other
6283,Kynu,,3.0,4.0,,,gamma
6284,L1cam,,1.0,3.0,,,gamma
6285,L1td1,,1.0,3.0,,,gamma
6286,L2hgdh,,,3.0,,2.0,gamma
6287,L3hypdh,,1.0,,,,expo
6288,L3mbtl1,,,,,2.0,other
6289,L3mbtl3,,1.0,,,,expo
6290,LOC100036521,,,1.0,,,gamma
6291,LOC100038882,,,1.0,,,gamma
6292,LOC100038894,,,1.0,,,gamma
6293,LOC100039001,,,1.0,,,gamma
6294,LOC100039346,,,1.0,,,gamma
6295,LOC100039649,,,1.0,,,gamma
6296,LOC100039742,,,1.0,,,gamma
6297,LOC100039786,,1.0,,,,expo
6298,LOC100039792,,,1.0,,,gamma
6299,LOC100040085,,,,,1.0,other
6300,LOC100040244,,,1.0,,,gamma
6301,LOC100040353,,,,,1.0,other
6302,LOC100040462,,,1.0,,,gamma
6303,LOC100040525,,1.0,,,,expo
6304,LOC100040573,,,1.0,,,gamma
6305,LOC100040736,,,,,1.0,other
6306,LOC100040799,,,,,1.0,other
6307,LOC100041004,,,1.0,,,gamma
6308,LOC100041103,,,1.0,,,gamma
6309,LOC100041194,,,1.0,,,gamma
6310,LOC100041516,1.0,,,,,bimodal
6311,LOC100041567,,1.0,,,,expo
6312,LOC100041569,,,,,1.0,other
6313,LOC100041576,,,,,1.0,other
6314,LOC100041613,,1.0,,,,expo
6315,LOC100041835,,1.0,,,,expo
6316,LOC100041864,,,,,1.0,other
6317,LOC100042011,,1.0,,,,expo
6318,LOC100042270,,,,1.0,,longtail
6319,LOC100042427,,1.0,,,,expo
6320,LOC100042514,,1.0,,,,expo
6321,LOC100042777,,,1.0,,,gamma
6322,LOC100042970,,,1.0,,,gamma
6323,LOC100043040,,,1.0,,,gamma
6324,LOC100043126,,,1.0,,,gamma
6325,LOC100043189,,,1.0,,,gamma
6326,LOC100043192,,,1.0,,,gamma
6327,LOC100043209,,,1.0,,,gamma
6328,LOC100043555,,,1.0,,,gamma
6329,LOC100043609,,1.0,,,,expo
6330,LOC100043671,,,1.0,,,gamma
6331,LOC100043796,,1.0,,,,expo
6332,LOC100043821,,,1.0,,,gamma
6333,LOC100043822,,1.0,,,,expo
6334,LOC100043836,,,,,1.0,other
6335,LOC100043863,,,1.0,,,gamma
6336,LOC100043918,,,1.0,,,gamma
6337,LOC100043969,,,,,1.0,other
6338,LOC100043991,,,1.0,,,gamma
6339,LOC100044008,,,1.0,,,gamma
6340,LOC100044103,,,1.0,,,gamma
6341,LOC100044122,,,,,1.0,other
6342,LOC100044124,,,1.0,,,gamma
6343,LOC100044165,,,,1.0,,longtail
6344,LOC100044170,,,1.0,,,gamma
6345,LOC100044172,,,1.0,,,gamma
6346,LOC100044190,,,1.0,,,gamma
6347,LOC100044204,,,1.0,,,gamma
6348,LOC100044210,,,1.0,,,gamma
6349,LOC100044221,,1.0,,,,expo
6350,LOC100044275,,,,,1.0,other
6351,LOC100044294,1.0,,,,,bimodal
6352,LOC100044322,,,1.0,,,gamma
6353,LOC100044324,,1.0,,,,expo
6354,LOC100044376,,,1.0,,,gamma
6355,LOC100044395,,,1.0,,,gamma
6356,LOC100044411,,1.0,,,,expo
6357,LOC100044430,,,1.0,,,gamma
6358,LOC100044439,,,1.0,,,gamma
6359,LOC100044538,,,1.0,,,gamma
6360,LOC100044566,,1.0,,,,expo
6361,LOC100044576,,1.0,,,,expo
6362,LOC100044683,,,1.0,,,gamma
6363,LOC100044696,,,,,1.0,other
6364,LOC100044702,,,1.0,,,gamma
6365,LOC100044776,,,1.0,,,gamma
6366,LOC100044779,,,1.0,,,gamma
6367,LOC100044829,,1.0,,,,expo
6368,LOC100044842,,,1.0,,,gamma
6369,LOC100044862,,,1.0,,,gamma
6370,LOC100044873,,,1.0,,,gamma
6371,LOC100044948,,,1.0,,,gamma
6372,LOC100044968,1.0,,,,,bimodal
6373,LOC100045005,,1.0,,,,expo
6374,LOC100045250,,,1.0,,,gamma
6375,LOC100045252,,,1.0,,,gamma
6376,LOC100045268,,,1.0,,,gamma
6377,LOC100045280,,,1.0,,,gamma
6378,LOC100045312,,,,,1.0,other
6379,LOC100045342,,,1.0,,,gamma
6380,LOC100045343,,,,,1.0,other
6381,LOC100045359,,,,,1.0,other
6382,LOC100045403,1.0,,,,,bimodal
6383,LOC100045430,,,1.0,,,gamma
6384,LOC100045457,,,1.0,,,gamma
6385,LOC100045522,,,,,1.0,other
6386,LOC100045542,,1.0,,,,expo
6387,LOC100045551,,1.0,,,,expo
6388,LOC100045567,,1.0,,,,expo
6389,LOC100045607,,,,,1.0,other
6390,LOC100045617,,,1.0,,,gamma
6391,LOC100045628,,1.0,,,,expo
6392,LOC100045677,,,1.0,,,gamma
6393,LOC100045678,,,1.0,,,gamma
6394,LOC100045680,,,1.0,,,gamma
6395,LOC100045776,,1.0,,,,expo
6396,LOC100045782,,,1.0,,,gamma
6397,LOC100045796,,,1.0,,,gamma
6398,LOC100045864,,,1.0,,,gamma
6399,LOC100045869,,,1.0,,,gamma
6400,LOC100045877,,,1.0,,,gamma
6401,LOC100045882,,1.0,,,,expo
6402,LOC100045887,,,,,1.0,other
6403,LOC100045890,,1.0,,,,expo
6404,LOC100045950,,,1.0,,,gamma
6405,LOC100045967,,1.0,,,,expo
6406,LOC100045981,,,1.0,,,gamma
6407,LOC100045983,,,1.0,,,gamma
6408,LOC100045999,,,1.0,,,gamma
6409,LOC100046039,,1.0,,,,expo
6410,LOC100046056,1.0,,,,,bimodal
6411,LOC100046120,,,1.0,,,gamma
6412,LOC100046143,,1.0,,,,expo
6413,LOC100046207,,,1.0,,,gamma
6414,LOC100046232,,,1.0,,,gamma
6415,LOC100046250,,,1.0,,,gamma
6416,LOC100046254,,,1.0,,,gamma
6417,LOC100046259,,,1.0,,,gamma
6418,LOC100046275,,,,,1.0,other
6419,LOC100046320,,,1.0,,,gamma
6420,LOC100046343,,,1.0,,,gamma
6421,LOC100046395,,,1.0,,,gamma
6422,LOC100046469,,1.0,,,,expo
6423,LOC100046483,,,1.0,,,gamma
6424,LOC100046496,,,1.0,,,gamma
6425,LOC100046500,,,,,1.0,other
6426,LOC100046518,,,1.0,,,gamma
6427,LOC100046546,,,,,1.0,other
6428,LOC100046552,,,,,1.0,other
6429,LOC100046608,,,1.0,,,gamma
6430,LOC100046650,,1.0,,,,expo
6431,LOC100046690,,,1.0,,,gamma
6432,LOC100046741,,1.0,,,,expo
6433,LOC100046775,,1.0,,,,expo
6434,LOC100046793,,,,,1.0,other
6435,LOC100046802,,,1.0,,,gamma
6436,LOC100046817,,1.0,,,,expo
6437,LOC100046843,,,1.0,,,gamma
6438,LOC100046844,,,,,1.0,other
6439,LOC100046891,,1.0,,,,expo
6440,LOC100046895,,,1.0,,,gamma
6441,LOC100046898,,,1.0,,,gamma
6442,LOC100046905,1.0,,,,,bimodal
6443,LOC100046953,,1.0,,,,expo
6444,LOC100046959,,1.0,,,,expo
6445,LOC100046963,,,1.0,,,gamma
6446,LOC100046996,,1.0,,,,expo
6447,LOC100046998,,1.0,,,,expo
6448,LOC100047009,,,,,1.0,other
6449,LOC100047012,,1.0,,,,expo
6450,LOC100047053,,,,,1.0,other
6451,LOC100047093,,,1.0,,,gamma
6452,LOC100047132,,,,,1.0,other
6453,LOC100047155,,,1.0,,,gamma
6454,LOC100047162,,1.0,,,,expo
6455,LOC100047173,,1.0,,,,expo
6456,LOC100047184,,,1.0,,,gamma
6457,LOC100047194,,1.0,,,,expo
6458,LOC100047200,,,1.0,,,gamma
6459,LOC100047226,,,1.0,,,gamma
6460,LOC100047260,,,1.0,,,gamma
6461,LOC100047264,,,1.0,,,gamma
6462,LOC100047273,,,1.0,,,gamma
6463,LOC100047316,,,,,1.0,other
6464,LOC100047323,,,1.0,,,gamma
6465,LOC100047353,,,1.0,,,gamma
6466,LOC100047369,,,1.0,,,gamma
6467,LOC100047385,,,1.0,,,gamma
6468,LOC100047393,,,1.0,,,gamma
6469,LOC100047402,,1.0,,,,expo
6470,LOC100047427,,,1.0,,,gamma
6471,LOC100047486,,,1.0,,,gamma
6472,LOC100047615,,,1.0,,,gamma
6473,LOC100047619,,,1.0,,,gamma
6474,LOC100047634,,,1.0,,,gamma
6475,LOC100047645,,,1.0,,,gamma
6476,LOC100047670,,,1.0,,,gamma
6477,LOC100047693,1.0,,,,,bimodal
6478,LOC100047707,,,1.0,,,gamma
6479,LOC100047712,,,,,1.0,other
6480,LOC100047738,,,,1.0,,longtail
6481,LOC100047749,,,1.0,,,gamma
6482,LOC100047759,,,,,1.0,other
6483,LOC100047788,,,1.0,,,gamma
6484,LOC100047794,,,1.0,,,gamma
6485,LOC100047800,,,1.0,,,gamma
6486,LOC100047810,,,,,1.0,other
6487,LOC100047815,,,1.0,,,gamma
6488,LOC100047816,,,1.0,,,gamma
6489,LOC100047834,,,1.0,,,gamma
6490,LOC100047839,,1.0,,,,expo
6491,LOC100047863,,,1.0,,,gamma
6492,LOC100047905,,,,,1.0,other
6493,LOC100047911,,,1.0,,,gamma
6494,LOC100047915,,1.0,,,,expo
6495,LOC100047934,,,1.0,,,gamma
6496,LOC100047937,,,1.0,,,gamma
6497,LOC100047963,,,,,1.0,other
6498,LOC100047998,1.0,,,,,bimodal
6499,LOC100048037,,,,,1.0,other
6500,LOC100048046,,,1.0,,,gamma
6501,LOC100048105,,1.0,,,,expo
6502,LOC100048221,,,1.0,,,gamma
6503,LOC100048251,1.0,,,,,bimodal
6504,LOC100048280,,,1.0,,,gamma
6505,LOC100048295,,1.0,,,,expo
6506,LOC100048330,,1.0,,,,expo
6507,LOC100048331,,,,,1.0,other
6508,LOC100048332,,1.0,,,,expo
6509,LOC100048346,,,1.0,,,gamma
6510,LOC100048446,1.0,,,,,bimodal
6511,LOC100048461,,,,,1.0,other
6512,LOC100048483,,,1.0,,,gamma
6513,LOC100048504,,,1.0,,,gamma
6514,LOC100048508,,,1.0,,,gamma
6515,LOC100048530,,,1.0,,,gamma
6516,LOC100048537,,,1.0,,,gamma
6517,LOC100048554,,,1.0,,,gamma
6518,LOC100048556,,,,,1.0,other
6519,LOC100048583,,,1.0,,,gamma
6520,LOC100048622,,,,,1.0,other
6521,LOC100048645,,1.0,,,,expo
6522,LOC100048696,,,,,1.0,other
6523,LOC100048710,,,,,1.0,other
6524,LOC100048726,,,1.0,,,gamma
6525,LOC100048733,,,1.0,,,gamma
6526,LOC100048803,,1.0,,,,expo
6527,LOC100048841,,,1.0,,,gamma
6528,LOC100048845,,,,,1.0,other
6529,LOC100862433,,2.0,,,,expo
6530,LOC100862468,,,2.0,,,gamma
6531,LOC100862468 ,,,2.0,,,gamma
6532,LOC101056240,,2.0,,,,expo
6533,LOC101056240 ,,2.0,,,,expo
6534,LOC102634352,,2.0,,,,expo
6535,LOC102634451,,,2.0,,,gamma
6536,LOC102634681,,,2.0,,,gamma
6537,LOC102635048,,2.0,,,,expo
6538,LOC102641347,,,2.0,,,gamma
6539,LOC102641872,,2.0,,,,expo
6540,LOC102641923 ,,1.0,2.0,,1.0,gamma
6541,LOC102642137,,,,,2.0,other
6542,LOC102643207,,,2.0,,,gamma
6543,LOC102643254 ,,2.0,,,,expo
6544,LOC192758,,,1.0,,,gamma
6545,LOC207685,,,,,1.0,other
6546,LOC225134,,,1.0,,,gamma
6547,LOC225594,1.0,1.0,3.0,,,gamma
6548,LOC241621,,,1.0,,,gamma
6549,LOC243431,,,,,1.0,other
6550,LOC243439,,,1.0,,,gamma
6551,LOC245219,,,,,1.0,other
6552,LOC271374,,,1.0,,,gamma
6553,LOC329575,,3.0,2.0,,,expo
6554,LOC333331,,,1.0,,,gamma
