,gene,p,comp,f-test
82,1700066B19Rik,0.27886155686633385,expo_gamma,ns
83,1700067P10Rik,0.21620315854158823,expo_gamma,ns
84,1700088E04Rik,0.13968049086472867,expo_gamma,ns
85,1700093K21Rik,2.449814906491099e-06,expo_gamma,sig
86,1700102P08Rik,0.006982517626523466,expo_gamma,sig
87,1700109H08Rik,0.9999962214423838,expo_gamma,ns
88,1700109H08Rik.1,0.0019412684879944742,expo_gamma,sig
89,1700113I22Rik,0.0021809937578861627,expo_gamma,sig
90,1700113I22Rik.1,0.0004623122929781065,expo_gamma,sig
91,1700123O20Rik.1,0.9999763079343422,expo_gamma,ns
92,1700127D06Rik,0.10065076086905878,expo_gamma,ns
93,1810007P19Rik,2.8912956213544838e-05,expo_gamma,sig
94,1810009N02Rik,0.054561704055271054,expo_gamma,ns
95,1810009O10Rik,0.14322670322313757,expo_gamma,ns
96,1810014F10Rik,0.09993545748289345,expo_gamma,ns
97,1810020G14Rik,0.05738990552759571,expo_gamma,ns
98,1810020G14Rik.2,0.019887838450019624,expo_gamma,sig
99,1810021J13Rik,0.042297527379214106,expo_gamma,sig
100,1810021J13Rik.1,0.12194274914118775,expo_gamma,ns
101,1810026J23Rik,0.08706428077928197,expo_gamma,ns
102,1810027O10Rik,0.07770740991738567,expo_gamma,ns
103,1810030N24Rik,1.694117068851142e-09,expo_gamma,sig
104,1810031K17Rik,0.9999752066549902,expo_gamma,ns
105,1810033M07Rik,0.9999971003630909,expo_gamma,ns
106,1810037I17Rik,0.006004334860420069,expo_gamma,sig
107,1810044A24Rik,1.0,expo_gamma,ns
108,1810046J19Rik,0.9999985133248421,expo_gamma,ns
109,1810048J11Rik.1,0.24195216306491352,expo_gamma,ns
110,1810049H13Rik,0.06259193230496807,expo_gamma,ns
111,1810054D07Rik,1.0,expo_gamma,ns
112,2010001J22Rik.1,1.0,expo_gamma,ns
113,2010001M09Rik,0.07695797336543064,expo_gamma,ns
114,2010005J08Rik,0.013379120029560765,expo_gamma,sig
115,2010005J08Rik.1,0.16597513528061292,expo_gamma,ns
116,2010007H12Rik.1,1.0,expo_gamma,ns
117,2010111I01Rik,9.405816725482907e-08,expo_gamma,sig
118,2010305A19Rik,0.007354116108439612,expo_gamma,sig
119,2010305C02Rik,8.272981496526555e-07,expo_gamma,sig
120,2010305C02Rik.1,3.672773937823948e-05,expo_gamma,sig
121,2010316F05Rik,0.9999722489665157,expo_gamma,ns
122,2210009G21Rik,0.051927799827299004,expo_gamma,ns
123,2210012G02Rik,0.9999770141717035,expo_gamma,ns
124,2210012G02Rik.1,0.9999319487718784,expo_gamma,ns
125,2210012G02Rik.2,1.0,expo_gamma,ns
126,2210018M11Rik.1,1.1102230246251565e-16,expo_gamma,sig
127,2210021J22Rik,0.26234381919117256,expo_gamma,ns
128,2210404O07Rik,0.9999259902999783,expo_gamma,ns
129,2210417D09Rik,0.16931073842084843,expo_gamma,ns
130,2210418O10Rik.1,0.16343627474035738,expo_gamma,ns
131,2310001A20Rik,0.02411185727110532,expo_gamma,sig
132,2310002B06Rik.1,2.2473555252755517e-05,expo_gamma,sig
133,2310003C23Rik.1,0.07430310054152589,expo_gamma,ns
134,2310003F16Rik,1.1102230246251565e-16,expo_gamma,sig
135,2310003L22Rik.1,0.04225834712619525,expo_gamma,sig
136,2310004I24Rik,0.004710355825481516,expo_gamma,sig
137,2310007D09Rik,0.2515449487623279,expo_gamma,ns
138,2310007F21Rik.1,0.05011147810295746,expo_gamma,ns
139,2310007H09Rik,0.0034136897932766086,expo_gamma,sig
140,2310008H04Rik,0.16650404904273197,expo_gamma,ns
141,2310008H09Rik.1,1.0,expo_gamma,ns
142,2310008M10Rik,0.036199004276606495,expo_gamma,sig
143,2310009B15Rik,0.05726707525323982,expo_gamma,ns
144,2310011J03Rik,0.00341848083376195,expo_gamma,sig
145,2310016C08Rik,0.9999999080232015,expo_gamma,ns
146,2310016C08Rik.1,1.0,expo_gamma,ns
147,2310016E02Rik,0.9999949326630716,expo_gamma,ns
148,2310016E02Rik.2,0.012516458945561082,expo_gamma,sig
149,2310022B05Rik,0.2053010328276147,expo_gamma,ns
150,2310033P09Rik,1.0,expo_gamma,ns
151,2310033P09Rik.1,0.030239952673986936,expo_gamma,sig
152,2310036O22Rik,0.29616443459296593,expo_gamma,ns
153,2310037I24Rik,0.039456894901551576,expo_gamma,sig
154,2310037I24Rik.1,0.028292759032507053,expo_gamma,sig
155,2310037I24Rik.2,0.08147062696614082,expo_gamma,ns
156,2310039H08Rik,0.14204688368770846,expo_gamma,ns
157,2310044G17Rik,0.6424326221139964,expo_gamma,ns
158,2310044H10Rik,0.11167581355990353,expo_gamma,ns
159,2310046K01Rik,0.005787310600541273,expo_gamma,sig
160,2310046O06Rik,0.9999986032443916,expo_gamma,ns
161,2310047D13Rik,0.07465936977409071,expo_gamma,ns
162,2310047M10Rik,0.022961516149447525,expo_gamma,sig
163,2310056P07Rik,0.9999289159116488,expo_gamma,ns
164,2310061C15Rik,0.141021991731632,expo_gamma,ns
165,2310061F22Rik,0.0683021563811761,expo_gamma,ns
166,2310061F22Rik.1,0.08090811793845942,expo_gamma,ns
167,2400003C14Rik.1,0.1951471587499548,expo_gamma,ns
168,2410001C21Rik,0.019396216996300786,expo_gamma,sig
169,2410001C21Rik.1,0.08213355375892173,expo_gamma,ns
170,2410002F23Rik.1,0.11132878466239182,expo_gamma,ns
171,2410002F23Rik.2,0.10236261480156106,expo_gamma,ns
172,2410002I01Rik,0.010445970347827127,expo_gamma,sig
173,2410004A20Rik,1.0,expo_gamma,ns
174,2410004L22Rik,0.002406307682958131,expo_gamma,sig
175,2410008K03Rik,0.12007731590685866,expo_gamma,ns
176,2410018G20Rik,0.011441550737753658,expo_gamma,sig
177,2410018L13Rik.1,0.8215504434567977,expo_gamma,ns
178,2410019A14Rik.1,0.9680184259141029,expo_gamma,ns
179,2410022L05Rik,0.014765591239575104,expo_gamma,sig
180,2410025L10Rik.1,0.005725031932381053,expo_gamma,sig
181,2410091C18Rik.1,0.03765887325654638,expo_gamma,sig
182,2410129H14Rik,0.012274060071479465,expo_gamma,sig
183,2410131K14Rik,0.09264711209549992,expo_gamma,ns
184,2410166I05Rik,0.34672074265318364,expo_gamma,ns
185,2500003M10Rik,1.0,expo_gamma,ns
186,2500003M10Rik.1,0.5509293877165187,expo_gamma,ns
187,2500003M10Rik.2,0.8110618721354721,expo_gamma,ns
188,2510003E04Rik,0.6479735971934613,expo_gamma,ns
189,2510009E07Rik.2,1.0,expo_gamma,ns
190,2510012J08Rik.1,0.23171642965000683,expo_gamma,ns
191,2510039O18Rik,0.0017167629613941138,expo_gamma,sig
192,2510048L02Rik,0.007316456684910322,expo_gamma,sig
193,2610020O08Rik,0.009368047766257992,expo_gamma,sig
194,2610021K21Rik,0.06000916863577055,expo_gamma,ns
195,2610021K21Rik.1,0.00011130129895453589,expo_gamma,sig
196,2610027C15Rik,1.1102230246251565e-16,expo_gamma,sig
197,2610027C15Rik.1,2.815586401805348e-06,expo_gamma,sig
198,2610029G23Rik,0.06293618216065267,expo_gamma,ns
199,2610029G23Rik.1,1.0,expo_gamma,ns
200,2610039C10Rik.1,0.24012701072291254,expo_gamma,ns
201,2610204K14Rik,0.05101038578638273,expo_gamma,ns
202,2610207I05Rik.1,0.9999970263695185,expo_gamma,ns
203,2610207I05Rik.3,0.03620074034022791,expo_gamma,sig
204,2610208M17Rik,0.022582241070686404,expo_gamma,sig
205,2610318N02Rik.1,0.9999994425510007,expo_gamma,ns
206,2610510J17Rik,0.0016645539071019622,expo_gamma,sig
207,2610524H06Rik,0.0063771600005357865,expo_gamma,sig
208,2700007P21Rik,1.0,expo_gamma,ns
209,2700007P21Rik.2,0.1973380479318132,expo_gamma,ns
210,2700050L05Rik,0.032180209761264345,expo_gamma,sig
211,2700060E02Rik,0.9999982586335372,expo_gamma,ns
212,2700060E02Rik.1,0.0006303070421135315,expo_gamma,sig
213,2700062C07Rik,0.007825234046412666,expo_gamma,sig
214,2700062C07Rik.2,0.39806968754432714,expo_gamma,ns
215,2700097O09Rik,0.4466363702471803,expo_gamma,ns
216,2810004N23Rik,3.554781136116958e-09,expo_gamma,sig
217,2810008M24Rik,0.004074128291903789,expo_gamma,sig
218,2810008M24Rik.1,0.008726281803094538,expo_gamma,sig
219,2810021B07Rik,0.01125327169986945,expo_gamma,sig
220,2810403A07Rik,0.0005184172517769259,expo_gamma,sig
221,2810407C02Rik,0.9999954411680231,expo_gamma,ns
222,2810407C02Rik.1,0.19622248155313304,expo_gamma,ns
223,2810407C02Rik.2,1.0,expo_gamma,ns
224,2810407C02Rik.3,0.022094960177010403,expo_gamma,sig
225,2810408M09Rik.2,0.0919749275964965,expo_gamma,ns
226,2810410C14Rik,0.020310957749073766,expo_gamma,sig
227,2810417H13Rik,2.3928525827443536e-11,expo_gamma,sig
228,2810422O20Rik,0.04175274034134813,expo_gamma,sig
229,2810439F02Rik,0.0952690151868465,expo_gamma,ns
230,2810439F02Rik.1,0.00013678917022630355,expo_gamma,sig
231,2810453I06Rik,0.9999829033275184,expo_gamma,ns
232,2810453I06Rik.2,2.602991155953305e-10,expo_gamma,sig
233,2810474O19Rik,0.9999996653042151,expo_gamma,ns
234,2810474O19Rik.2,1.0,expo_gamma,ns
235,2900011O08Rik,0.002268327814344495,expo_gamma,sig
236,3000004C01Rik,9.724245472941817e-05,expo_gamma,sig
237,3000004C01Rik.1,7.506659049116848e-05,expo_gamma,sig
238,3000004C01Rik.2,0.27832885890124914,expo_gamma,ns
239,3010026O09Rik,0.038883717195306144,expo_gamma,sig
240,3110043J09Rik,0.003463205814867032,expo_gamma,sig
241,3110056O03Rik,1.0,expo_gamma,ns
242,3110057O12Rik,0.02638610930430174,expo_gamma,sig
243,3110057O12Rik.1,0.04104417166021246,expo_gamma,sig
244,3200002M19Rik.1,1.3560545353286102e-07,expo_gamma,sig
245,3300001G02Rik,0.004492091303879953,expo_gamma,sig
246,3300001P08Rik,0.9999044881757982,expo_gamma,ns
247,3300001P08Rik.2,0.02089754766073637,expo_gamma,sig
248,3830406C13Rik.2,0.10692654847026173,expo_gamma,ns
249,3930401K13Rik,0.012159934451623777,expo_gamma,sig
250,4432405B04Rik,0.00010177747148354399,expo_gamma,sig
251,4631427C17Rik,0.0087766987521265,expo_gamma,sig
252,4632404H12Rik,1.1102230246251565e-16,expo_gamma,sig
253,4632404H12Rik.2,0.5973973144347551,expo_gamma,ns
254,4632417N05Rik,0.0001480654844049356,expo_gamma,sig
255,4632419K20Rik,0.9999801817799161,expo_gamma,ns
256,4632433K11Rik,0.9999939455489092,expo_gamma,ns
257,4732418C07Rik,0.04943841394302928,expo_gamma,sig
258,4732418C07Rik.4,0.002449382049650617,expo_gamma,sig
259,4732471D19Rik,5.551115123125783e-16,expo_gamma,sig
260,4732479N06Rik.1,0.08280848639486704,expo_gamma,ns
261,4732496O08Rik,0.0045233390734329415,expo_gamma,sig
262,4831426I19Rik.1,0.03546125410218093,expo_gamma,sig
263,4831426I19Rik.2,0.17162048071802383,expo_gamma,ns
264,4833405L16Rik,1.0,expo_gamma,ns
265,4833420G17Rik,1.0,expo_gamma,ns
266,4921520G13Rik,0.031642990773155466,expo_gamma,sig
267,4922501C03Rik.1,0.10213290751501636,expo_gamma,ns
268,4922502D21Rik,0.015109239626731275,expo_gamma,sig
269,4930402H24Rik,0.26530465117324065,expo_gamma,ns
270,4930408O21Rik.1,0.9999985256026784,expo_gamma,ns
271,4930427A07Rik,0.054132001072125346,expo_gamma,ns
272,4930432H15Rik,0.001067620022053295,expo_gamma,sig
273,4930432O21Rik,0.9999981065242921,expo_gamma,ns
274,4930434E21Rik.1,0.9999986215159333,expo_gamma,ns
275,4930451C15Rik,0.01738768746327335,expo_gamma,sig
276,4930452B06Rik,0.07097883017776152,expo_gamma,ns
277,4930455F23Rik,0.06795437963529127,expo_gamma,ns
278,4930486L24Rik,0.9999967328574949,expo_gamma,ns
279,4930503B20Rik.1,0.9999958742613658,expo_gamma,ns
280,4930503L19Rik,0.03658842489008074,expo_gamma,sig
281,4930511J11Rik,0.037341846638848875,expo_gamma,sig
282,4930534B04Rik,0.3389674379486698,expo_gamma,ns
283,4930534B04Rik.1,0.007044649654716739,expo_gamma,sig
284,4930535E21Rik,0.9999960696301471,expo_gamma,ns
285,4930538K18Rik.2,0.04114670167945966,expo_gamma,sig
286,4930539E08Rik,0.9999438459674226,expo_gamma,ns
287,4930547N16Rik,0.00507045799073258,expo_gamma,sig
288,4930550C14Rik,3.27301514025935e-05,expo_gamma,sig
289,4930570C03Rik,0.08019798246305576,expo_gamma,ns
290,4930573I19Rik,0.10624912146678933,expo_gamma,ns
291,4930573I19Rik.1,0.007505922265390708,expo_gamma,sig
292,4930578N16Rik,0.12485430767159067,expo_gamma,ns
293,4930583H14Rik,0.0007653770525268833,expo_gamma,sig
294,4930589M24Rik.1,0.029967627662163543,expo_gamma,sig
295,4931406C07Rik,0.045332565683984916,expo_gamma,sig
296,4931406I20Rik.1,0.1845508877303138,expo_gamma,ns
297,4931406P16Rik,0.012006840030054367,expo_gamma,sig
298,4931428F04Rik,0.005419092780487245,expo_gamma,sig
299,4932417I16Rik,0.12482764801065283,expo_gamma,ns
300,4932418E24Rik,0.9999991264210454,expo_gamma,ns
301,4932438H23Rik,0.01862546108087826,expo_gamma,sig
302,4932438H23Rik.1,0.16269896728108668,expo_gamma,ns
303,4932441K18Rik.1,2.0087232988075243e-09,expo_gamma,sig
304,4933407H18Rik,0.032774834307743195,expo_gamma,sig
305,4933407P14Rik.1,0.044223376760582966,expo_gamma,sig
306,4933426M11Rik,0.04240451811788326,expo_gamma,sig
307,4933427D14Rik,1.0,expo_gamma,ns
308,4933428G20Rik,0.12344672607713014,expo_gamma,ns
309,4933430I17Rik,0.0004911089455741369,expo_gamma,sig
310,5133400G04Rik,0.2356558682611396,expo_gamma,ns
311,5133400G04Rik.1,0.013492878479308579,expo_gamma,sig
312,5133400G04Rik.2,0.10586582872500427,expo_gamma,ns
313,5230400G24Rik,0.32302786078942125,expo_gamma,ns
314,5230400G24Rik.1,1.0,expo_gamma,ns
315,5430432M24Rik,0.32048956532943274,expo_gamma,ns
316,5430432M24Rik.1,0.019286366610045458,expo_gamma,sig
317,5430435G22Rik,0.025683489552220995,expo_gamma,sig
318,5630401D24Rik,4.574118861455645e-14,expo_gamma,sig
319,5730403B10Rik,1.0,expo_gamma,ns
320,5730403M16Rik,1.0,expo_gamma,ns
321,5730409G15Rik.1,0.000959774105865896,expo_gamma,sig
322,5730410I19Rik,0.06661383064340998,expo_gamma,ns
323,5730410I19Rik.1,0.11234932848822621,expo_gamma,ns
324,5730410I19Rik.2,0.11577740877825637,expo_gamma,ns
325,5730437N04Rik,0.07213530629912424,expo_gamma,ns
326,5730446C15Rik,0.007041034507849764,expo_gamma,sig
327,5730453I16Rik,9.834355010229778e-06,expo_gamma,sig
328,5730453I16Rik.1,0.2542982267653283,expo_gamma,ns
329,5730469M10Rik,0.1538407672202745,expo_gamma,ns
330,5730469M10Rik.1,0.062441404197661976,expo_gamma,ns
331,5730494M16Rik,0.9999899985576413,expo_gamma,ns
332,5730507C01Rik,0.9999970983329929,expo_gamma,ns
333,5730577I03Rik,1.0,expo_gamma,ns
334,5730590G19Rik,1.0,expo_gamma,ns
335,5730596K20Rik.2,0.004135275003828376,expo_gamma,sig
336,5830405N20Rik,0.0005500327853434905,expo_gamma,sig
337,5830415L20Rik,0.9999978673183116,expo_gamma,ns
338,5830427D03Rik,0.024265543903369435,expo_gamma,sig
339,5830457O10Rik,1.1102230246251565e-16,expo_gamma,sig
340,5830457O10Rik.3,0.13019150745633334,expo_gamma,ns
341,5830472M02Rik,0.13143303954921481,expo_gamma,ns
342,5830472M02Rik.1,0.3641468064400255,expo_gamma,ns
343,5930434B04Rik.3,0.10307272033300408,expo_gamma,ns
344,6030408C04Rik,0.013740689672866457,expo_gamma,sig
345,6030408C04Rik.1,0.004255552211946512,expo_gamma,sig
346,6030408C04Rik.2,0.9999995278413489,expo_gamma,ns
347,6030429G01Rik,0.051147297062486,expo_gamma,ns
348,6030446N20Rik.1,1.0,expo_gamma,ns
349,6230416J20Rik,0.8891581151542809,expo_gamma,ns
350,6330503C03Rik,0.9999976234120118,expo_gamma,ns
351,6330503K22Rik.1,8.059367902313319e-05,expo_gamma,sig
352,6330503K22Rik.2,3.491052980031384e-08,expo_gamma,sig
353,6330505N24Rik,0.2245942083915411,expo_gamma,ns
354,6430510M02Rik,0.3926957317177514,expo_gamma,ns
355,6430526N21Rik,0.9999811225594485,expo_gamma,ns
356,6430531B16Rik,0.9999872218621916,expo_gamma,ns
357,6430571L13Rik,1.1589707593628873e-07,expo_gamma,sig
358,6430604K15Rik,0.03669174454238955,expo_gamma,sig
359,6430706D22Rik,0.1035983443006856,expo_gamma,ns
360,6530403A03Rik,0.07364152734168694,expo_gamma,ns
361,6720460F02Rik,0.0004740015307825862,expo_gamma,sig
362,6720463M24Rik,0.9631464751630743,expo_gamma,ns
363,6720467C03Rik,0.07667047218372658,expo_gamma,ns
364,6720467C03Rik.1,0.056334966207221115,expo_gamma,ns
365,7530404M11Rik,0.0014461555418120442,expo_gamma,sig
366,7530404M11Rik.1,0.00010108208224202109,expo_gamma,sig
367,8430415E04Rik,0.9999420242581263,expo_gamma,ns
368,8430415E04Rik.1,0.16322514935334742,expo_gamma,ns
369,8430426H19Rik.1,0.09458574960767119,expo_gamma,ns
370,8430427H17Rik,0.03811257556837544,expo_gamma,sig
371,9130005N14Rik,4.9281353261765304e-05,expo_gamma,sig
372,9130011E15Rik,0.006506287849895709,expo_gamma,sig
373,9130019O22Rik,0.0070711959952569625,expo_gamma,sig
374,9130206N08Rik,1.0,expo_gamma,ns
375,9130211I03Rik,3.0288201492423283e-06,expo_gamma,sig
376,9130227C08Rik,0.016520207060178205,expo_gamma,sig
377,9130404D14Rik,1.0,expo_gamma,ns
378,9330176C04Rik,0.3833019430714232,expo_gamma,ns
379,9430020K01Rik,0.20911530998954342,expo_gamma,ns
380,9530077C05Rik,0.007711885056686851,expo_gamma,sig
381,9530096D07Rik.1,0.0947843930115172,expo_gamma,ns
382,9630025I21Rik.1,5.125692097995849e-05,expo_gamma,sig
383,9630031F12Rik,0.06656541570672758,expo_gamma,ns
384,9830163H01Rik,0.022398190133226636,expo_gamma,sig
385,9930021D14Rik,1.0,expo_gamma,ns
386,9930021D14Rik.1,0.03714305131250084,expo_gamma,sig
387,9930104L06Rik,0.9999984653658114,expo_gamma,ns
388,9930111J21Rik,0.08352170669664782,expo_gamma,ns
389,A030007L17Rik.1,0.15201669172976362,expo_gamma,ns
390,A130010J15Rik,1.0,expo_gamma,ns
391,A130010J15Rik.1,1.0,expo_gamma,ns
392,A230067G21Rik,0.9999883678847945,expo_gamma,ns
393,A430005L14Rik,1.1102230246251565e-16,expo_gamma,sig
394,A430005L14Rik.1,0.05507567180421802,expo_gamma,ns
395,A430005L14Rik.2,1.1102230246251565e-16,expo_gamma,sig
396,A430107P09Rik,0.5454090879699305,expo_gamma,ns
397,A530032D15Rik.1,9.453641440226868e-06,expo_gamma,sig
398,A530082C11Rik,0.21291888105801848,expo_gamma,ns
399,A630042L21Rik,0.04955434766154976,expo_gamma,sig
400,A630077B13Rik,1.0,expo_gamma,ns
401,A730008H23Rik,0.0724212037491706,expo_gamma,ns
402,A830043J08Rik,1.0,expo_gamma,ns
403,A930005I04Rik,1.0,expo_gamma,ns
404,A930008G19Rik.1,0.999964607235911,expo_gamma,ns
405,A930025D01Rik.1,0.0018154432776043006,expo_gamma,sig
406,A930041I02Rik.1,1.0,expo_gamma,ns
407,AA407659,0.004688108087108511,expo_gamma,sig
408,AA408296.1,0.14926875695665665,expo_gamma,ns
409,AA408296.2,0.07028796062894838,expo_gamma,ns
410,AA409316,0.18820658662902578,expo_gamma,ns
411,AA415398,0.999989758722739,expo_gamma,ns
412,AA467197,0.0005080079710775287,expo_gamma,sig
413,AA673488,2.888308072690471e-05,expo_gamma,sig
414,AA673488.1,0.046392763696437744,expo_gamma,sig
415,AA673488.2,1.0,expo_gamma,ns
416,AA881470.1,0.4318365495908576,expo_gamma,ns
417,AI316807,1.0,expo_gamma,ns
418,AI449175,6.021779760057022e-06,expo_gamma,sig
419,AI449175.1,0.0075409299867745805,expo_gamma,sig
420,AI451557,1.2511671698689497e-09,expo_gamma,sig
421,AI451617,4.9072532370963984e-08,expo_gamma,sig
422,AI597468,0.9999909765743882,expo_gamma,ns
423,AI747699,0.031135398618008514,expo_gamma,sig
424,AI894139,0.11973630339557517,expo_gamma,ns
425,AU014645,0.2004083926267879,expo_gamma,ns
426,AU019823,1.0,expo_gamma,ns
427,AU021838,0.026706403689637503,expo_gamma,sig
428,AV249152.2,1.6201075745403415e-06,expo_gamma,sig
429,AW061290,1.1102230246251565e-16,expo_gamma,sig
430,AW121567,0.300748569404657,expo_gamma,ns
431,AW125753,0.8786246822133288,expo_gamma,ns
432,AW548124.1,0.11910796490889819,expo_gamma,ns
433,Aaas,0.0007510320487049693,expo_gamma,sig
434,Aaas.1,0.02691444960110112,expo_gamma,sig
435,Abca3,1.0,expo_gamma,ns
436,Abcb1b,1.0,expo_gamma,ns
437,Abcc5.1,0.9999944470702261,expo_gamma,ns
438,Abcd3.1,0.00996438022359225,expo_gamma,sig
439,Abcf2.1,1.0,expo_gamma,ns
440,Abcf3,0.3792546717727121,expo_gamma,ns
441,Abcf3.1,0.03780186874796265,expo_gamma,sig
442,Abcg2,0.19022599825712716,expo_gamma,ns
443,Abhd11,0.2990952996847994,expo_gamma,ns
444,Abhd14b,0.0008827781042366478,expo_gamma,sig
445,Abhd4,0.01394256718984388,expo_gamma,sig
446,Abhd5,0.04000107819626675,expo_gamma,sig
447,Abhd7.1,1.1400794756810662e-05,expo_gamma,sig
448,Abi1,0.0015294238559155904,expo_gamma,sig
449,Abi2,0.35810586913331144,expo_gamma,ns
450,Abi2.3,0.5370536048151584,expo_gamma,ns
451,Abtb1,0.34931496434599996,expo_gamma,ns
452,Acadl,0.10178441088519319,expo_gamma,ns
453,Acadl.1,0.0021359509551188705,expo_gamma,sig
454,Acadl.2,0.9999942780680857,expo_gamma,ns
455,Acads,0.002137221609537776,expo_gamma,sig
456,Acads.1,0.08828195536719352,expo_gamma,ns
457,Acadsb,0.07078525546955294,expo_gamma,ns
458,Acadvl.1,0.0659374170605973,expo_gamma,ns
459,Acat2,0.0052049956610371595,expo_gamma,sig
460,Acbd4,1.0,expo_gamma,ns
461,Acbd4.1,0.13548697307811197,expo_gamma,ns
462,Acbd6,0.0021315071093851445,expo_gamma,sig
463,Accn3.2,0.24792941264792412,expo_gamma,ns
