,gene,p,comp,f-test
36,9030624G23Rik,0.9979407406547033,expo_gamma,ns
37,9130008F23Rik,0.03721314259021391,expo_gamma,sig
38,9130023H24Rik,0.000632234243090779,expo_gamma,sig
39,Aagab,0.5592126695298326,expo_gamma,ns
40,Aamdc,0.25632885037874265,expo_gamma,ns
41,Aar2,0.11496203949851025,expo_gamma,ns
42,Aars2,1.0,expo_gamma,ns
43,Aasdhppt,0.18434794130195709,expo_gamma,ns
44,Abcb1a,0.28733471640782215,expo_gamma,ns
45,Abcb1b,1.0,expo_gamma,ns
46,Abcb6,0.11587419518358011,expo_gamma,ns
47,Abcd1,0.19987847134507208,expo_gamma,ns
48,Abcd2,0.0012979728805414537,expo_gamma,sig
49,Abcg2,0.998628388166262,expo_gamma,ns
50,Abhd13,0.025241425827133068,expo_gamma,sig
51,Abhd17c,0.14235255298068816,expo_gamma,ns
52,Abitram,1.0,expo_gamma,ns
53,Abl1,1.1102230246251565e-16,expo_gamma,sig
54,Abl2,1.5327739077974911e-12,expo_gamma,sig
55,Abt1,0.16088525020774824,expo_gamma,ns
56,Acad8,0.9970141216343313,expo_gamma,ns
57,Acads,0.07743763920039137,expo_gamma,ns
58,Acadsb,0.031139553141231846,expo_gamma,sig
59,Acadvl,0.07179347576808148,expo_gamma,ns
60,Acat2,1.0,expo_gamma,ns
61,Acbd6,0.014941465739075066,expo_gamma,sig
62,Acot10,0.9990878884114488,expo_gamma,ns
63,Acot9,0.9978105838993117,expo_gamma,ns
64,Acsl3,1.0,expo_gamma,ns
65,Actl7b,0.1785187306096504,expo_gamma,ns
66,Actr3,0.06511950250458132,expo_gamma,ns
67,Actrt3,0.32142953306810385,expo_gamma,ns
68,Acvr1b,1.0,expo_gamma,ns
69,Acvrl1,1.0,expo_gamma,ns
70,Acy1,1.0,expo_gamma,ns
71,Adal,1.1102230246251565e-16,expo_gamma,sig
72,Adam15,0.03421002632694703,expo_gamma,sig
73,Adamts10,0.9991758514176289,expo_gamma,ns
74,Adcy6,1.0,expo_gamma,ns
75,Add1,0.07311650288932314,expo_gamma,ns
76,Adgra1,0.0,expo_gamma,sig
77,Adgrb2,1.0,expo_gamma,ns
78,Adgre5,0.308392725029384,expo_gamma,ns
79,Adgrg5,1.0,expo_gamma,ns
80,Adgrl1,0.9989141148247113,expo_gamma,ns
81,Adh4,0.06863277404133639,expo_gamma,ns
82,Adora2a,0.045012648953303924,expo_gamma,sig
83,Adprm,6.177966145815006e-05,expo_gamma,sig
84,Adrb1,1.1102230246251565e-16,expo_gamma,sig
85,Adrb2,0.11243312527282023,expo_gamma,ns
86,Aen,1.0,expo_gamma,ns
87,Afdn,0.1734612106746325,expo_gamma,ns
88,Aga,0.001549716387894473,expo_gamma,sig
89,Agap3,0.0018470428532610939,expo_gamma,sig
90,Agk,1.0,expo_gamma,ns
91,Ago2,0.9973746617236898,expo_gamma,ns
92,Agt,0.13553062294924756,expo_gamma,ns
93,Agtr1b,0.3458128651886885,expo_gamma,ns
94,Ahsa2,0.001415042421208379,expo_gamma,sig
95,Aig1,1.0,expo_gamma,ns
96,Aimp1,0.9994554984164198,expo_gamma,ns
97,Aire,0.08092462173875936,expo_gamma,ns
98,Ak4,0.21379353429410686,expo_gamma,ns
99,Akap12,0.0,expo_gamma,sig
100,Akap7,1.0,expo_gamma,ns
101,Akr1b8,1.0,expo_gamma,ns
102,Akr1c13,0.12940922374602204,expo_gamma,ns
103,Akr7a5,1.0,expo_gamma,ns
104,Aktip,0.00020865559481542117,expo_gamma,sig
105,Aldh3a2,0.09793186180761437,expo_gamma,ns
106,Alg10b,0.10923581300282892,expo_gamma,ns
107,Alg5,0.12503298334537982,expo_gamma,ns
108,Alkbh2,0.37565502653337735,expo_gamma,ns
109,Alkbh7,1.0,expo_gamma,ns
110,Als2,1.0,expo_gamma,ns
111,Amigo2,1.0,expo_gamma,ns
112,Amn1,0.008739691896141877,expo_gamma,sig
113,Ampd1,1.0,expo_gamma,ns
114,Amz2,0.061853238326034954,expo_gamma,ns
115,Anapc2,0.8923106192291542,expo_gamma,ns
116,Anapc5,0.17312968151542663,expo_gamma,ns
117,Ang4,0.011424425674622762,expo_gamma,sig
118,Angptl2,0.999332384825377,expo_gamma,ns
119,Ank3,0.0877259052953383,expo_gamma,ns
120,Ankrd13a,0.10050138664868769,expo_gamma,ns
121,Ankrd13b,0.9996671634760156,expo_gamma,ns
122,Ankrd28,1.1102230246251565e-16,expo_gamma,sig
123,Ankrd34a,1.0,expo_gamma,ns
124,Ankrd39,0.40106991210128173,expo_gamma,ns
125,Ankrd50,0.5537504510400175,expo_gamma,ns
126,Ankrd52,0.33421500939886783,expo_gamma,ns
127,Ankrd54,0.2914697174885277,expo_gamma,ns
128,Ankrd55,0.011214564514059,expo_gamma,sig
129,Ano10,0.0005171809356420143,expo_gamma,sig
130,Antxr2,0.6845607632370603,expo_gamma,ns
131,Anxa1,0.997711073272165,expo_gamma,ns
132,Anxa7,1.0,expo_gamma,ns
133,Ap1s2,5.587858631783682e-05,expo_gamma,sig
134,Ap1s3,0.0826851243583252,expo_gamma,ns
135,Ap2b1,1.0,expo_gamma,ns
136,Ap4s1,0.11161655672878557,expo_gamma,ns
137,Ap5m1,0.02960264586360739,expo_gamma,sig
138,Apobec3,0.00318426785515602,expo_gamma,sig
139,Apobr,0.6333852968584163,expo_gamma,ns
140,Apoc2,0.13655478643614627,expo_gamma,ns
141,Apoc4,0.36782623576847306,expo_gamma,ns
142,Apoe,0.009405275676537705,expo_gamma,sig
143,Apof,0.039819444808921745,expo_gamma,sig
144,Apol6,0.005205034313434553,expo_gamma,sig
145,App,0.04005970636178113,expo_gamma,sig
146,Aqp5,1.0,expo_gamma,ns
147,Aqp9,1.0,expo_gamma,ns
148,Aqr,1.1102230246251565e-16,expo_gamma,sig
149,Arap1,0.0014606369310472544,expo_gamma,sig
150,Arap2,0.9994589796305161,expo_gamma,ns
151,Areg,1.0,expo_gamma,ns
152,Arel1,0.09861885146453031,expo_gamma,ns
153,Arfrp1,0.03777396870638405,expo_gamma,sig
154,Arglu1,0.00016884077706691425,expo_gamma,sig
155,Arhgap1,0.001915420760050357,expo_gamma,sig
156,Arhgap10,1.0,expo_gamma,ns
157,Arhgap18,0.9952071812670055,expo_gamma,ns
158,Arhgap25,0.383081014396752,expo_gamma,ns
159,Arhgap26,1.1102230246251565e-16,expo_gamma,sig
160,Arhgap29,0.993048905074206,expo_gamma,ns
161,Arhgdib,0.06809162859295748,expo_gamma,ns
162,Arhgef1,1.0,expo_gamma,ns
163,Arhgef2,0.2062571926980965,expo_gamma,ns
164,Arhgef3,0.12210393337503911,expo_gamma,ns
165,Arid5a,0.1689960670337768,expo_gamma,ns
166,Arih2,0.15421068761877665,expo_gamma,ns
167,Arl11,0.02819948630690927,expo_gamma,sig
168,Arl15,0.9995002766471833,expo_gamma,ns
169,Arl16,1.0,expo_gamma,ns
170,Arl2bp,1.0,expo_gamma,ns
171,Arl3,0.018755143356729342,expo_gamma,sig
172,Arl4d,5.422187143722113e-10,expo_gamma,sig
173,Arl5b,0.3553631500380542,expo_gamma,ns
174,Arl6ip5,0.030467206580233497,expo_gamma,sig
175,Armc7,0.1591072444537649,expo_gamma,ns
176,Armcx3,0.22457255726848546,expo_gamma,ns
177,Arrb1,1.0,expo_gamma,ns
178,Arrb2,0.3236912461858358,expo_gamma,ns
179,Arrdc1,1.0666527709202178e-05,expo_gamma,sig
180,Arrdc3,0.05271006048710358,expo_gamma,ns
181,As3mt,0.08398963037419283,expo_gamma,ns
182,Asah2,0.19573206543143284,expo_gamma,ns
183,Ascc1,0.13259786736301094,expo_gamma,ns
184,Asxl1,0.21755659444371567,expo_gamma,ns
185,Atad3a,0.0,expo_gamma,sig
186,Atg10,0.1713829065935767,expo_gamma,ns
187,Atg101,1.0,expo_gamma,ns
188,Atg16l2,0.49311038813413854,expo_gamma,ns
189,Atg4d,1.0,expo_gamma,ns
190,Atg5,0.7393814174327129,expo_gamma,ns
191,Atg9a,0.00032916309573338687,expo_gamma,sig
192,Atic,0.06836427950517099,expo_gamma,ns
193,Atp11a,0.9998326729027384,expo_gamma,ns
194,Atp13a1,0.8135350982035265,expo_gamma,ns
195,Atp13a3,0.02883980263235253,expo_gamma,sig
196,Atp1a1,0.036499966875706,expo_gamma,sig
197,Atp1b1,0.32963426742405677,expo_gamma,ns
198,Atp2b1,0.033858554667184015,expo_gamma,sig
199,Atp6ap2,0.24804976165222237,expo_gamma,ns
200,Atp6v1c2,0.07875877790824659,expo_gamma,ns
201,Atp6v1g1,0.9969091294612353,expo_gamma,ns
202,Atp6v1g3,0.005804681431369141,expo_gamma,sig
203,Atpsckmt,0.47657885810905243,expo_gamma,ns
204,Atrip,0.010429111595329221,expo_gamma,sig
205,Atxn10,0.13205661776281064,expo_gamma,ns
206,Atxn2l,0.9978063053456296,expo_gamma,ns
207,Atxn3,0.17090866208461375,expo_gamma,ns
208,Atxn7l1,0.16528224695312466,expo_gamma,ns
209,Atxn7l3,1.0,expo_gamma,ns
210,Auh,0.15609495578229537,expo_gamma,ns
211,Aven,0.14615373157025247,expo_gamma,ns
212,Avil,0.09429935102715736,expo_gamma,ns
213,Avpi1,0.6450848757756993,expo_gamma,ns
214,Azi2,0.07417852155731042,expo_gamma,ns
215,B230219D22Rik,0.09517028112442993,expo_gamma,ns
216,B3gnt2,0.19802126369405193,expo_gamma,ns
217,B3gnt5,0.0009627213861375106,expo_gamma,sig
218,B3gnt7,0.00018784722868470105,expo_gamma,sig
219,B3gnt9,0.4894655051902522,expo_gamma,ns
220,B4gat1,5.504356832775059e-06,expo_gamma,sig
221,BC003965,1.0,expo_gamma,ns
222,BC031181,0.14345834245236433,expo_gamma,ns
223,Bace2,0.015936996917975677,expo_gamma,sig
224,Bag1,1.0,expo_gamma,ns
225,Bag3,0.00010265823170552135,expo_gamma,sig
226,Bambi,0.048729049078633735,expo_gamma,sig
227,Bank1,0.006820001804461628,expo_gamma,sig
228,Basp1,0.026573256183494598,expo_gamma,sig
229,Bbs1,0.03708784712736202,expo_gamma,sig
230,Bbs12,0.03235278685402243,expo_gamma,sig
231,Bcap29,0.0027169365729494688,expo_gamma,sig
232,Bckdk,0.07829671903645574,expo_gamma,ns
233,Bcl10,0.12841193067073564,expo_gamma,ns
234,Bcl2a1c,0.9977384448780275,expo_gamma,ns
235,Bcl2a1d,1.0,expo_gamma,ns
236,Bcl2l1,0.9961326296963251,expo_gamma,ns
237,Bcl2l11,0.020926086096529017,expo_gamma,sig
238,Bcl2l12,0.13090101856683922,expo_gamma,ns
239,Bcl6,0.08530586890660685,expo_gamma,ns
240,Bcl9,0.9983869290404591,expo_gamma,ns
241,Bcr,0.0916250191937441,expo_gamma,ns
242,Bcs1l,0.16933114207340405,expo_gamma,ns
243,Bean1,0.6977724212881815,expo_gamma,ns
244,Bend3,0.9992763474077427,expo_gamma,ns
245,Bend4,0.057826127760230106,expo_gamma,ns
246,Bend5,1.0,expo_gamma,ns
247,Bet1l,0.6124921417910429,expo_gamma,ns
248,Bex2,1.0,expo_gamma,ns
249,Bhlhe40,1.0,expo_gamma,ns
250,Bicdl1,0.040671254702353776,expo_gamma,sig
251,Bicral,1.0,expo_gamma,ns
252,Bin1,0.0010770572536766831,expo_gamma,sig
253,Bivm,0.08839746879953836,expo_gamma,ns
254,Blnk,0.004653461152675731,expo_gamma,sig
255,Bloc1s1,6.806257805258564e-05,expo_gamma,sig
256,Bloc1s4,0.5377984401080977,expo_gamma,ns
257,Bmp2k,1.0,expo_gamma,ns
258,Bmp7,1.0,expo_gamma,ns
259,Bola2,0.10625219853210532,expo_gamma,ns
260,Bop1,0.6656741867877305,expo_gamma,ns
261,Borcs6,0.10585005291721206,expo_gamma,ns
262,Borcs7,7.654436977366785e-06,expo_gamma,sig
263,Bpgm,0.0035882403744931235,expo_gamma,sig
264,Brd7,1.0,expo_gamma,ns
265,Bricd5,0.06326856799253056,expo_gamma,ns
266,Brms1l,1.0,expo_gamma,ns
267,Brpf1,0.9976860280834949,expo_gamma,ns
268,Btbd2,1.0,expo_gamma,ns
269,Btd,1.0,expo_gamma,ns
270,Btg2,0.024343827671411078,expo_gamma,sig
271,Btg3,0.302418680230792,expo_gamma,ns
272,Bud31,1.0,expo_gamma,ns
273,C1galt1,0.18724072955758198,expo_gamma,ns
274,C1galt1c1,0.999406052470479,expo_gamma,ns
275,C2cd3,0.0047785642568880515,expo_gamma,sig
276,C2cd4b,0.1263843707428448,expo_gamma,ns
277,C2cd5,0.0057406110718475345,expo_gamma,sig
278,C9orf72,0.04900144779825155,expo_gamma,sig
279,Cables1,0.9997707584666923,expo_gamma,ns
280,Cacna1d,0.0,expo_gamma,sig
281,Cacna1g,0.26986678397849806,expo_gamma,ns
282,Cacnb3,1.1151846113222064e-09,expo_gamma,sig
283,Cacybp,0.1571685549882721,expo_gamma,ns
284,Cad,0.054909670098493235,expo_gamma,ns
285,Cadm1,0.0072693200317349715,expo_gamma,sig
286,Calca,4.0523140398818214e-14,expo_gamma,sig
287,Calml4,1.0,expo_gamma,ns
288,Calu,0.03537687193907191,expo_gamma,sig
289,Camk1d,0.20326720109471463,expo_gamma,ns
290,Camk2n1,0.00010069399298107129,expo_gamma,sig
291,Camk4,0.011621166730959143,expo_gamma,sig
292,Camkk2,0.0030416854072480293,expo_gamma,sig
293,Camp,0.045564312576976906,expo_gamma,sig
294,Capn1,0.27240432357881017,expo_gamma,ns
295,Capn2,1.0,expo_gamma,ns
296,Caprin1,0.09362874746629335,expo_gamma,ns
297,Caprin2,0.0089881384715359,expo_gamma,sig
298,Capsl,0.08118004062133533,expo_gamma,ns
299,Carm1,0.9996141054215503,expo_gamma,ns
300,Casp1,1.0,expo_gamma,ns
301,Casp2,0.6561632057369788,expo_gamma,ns
302,Casp8,1.0,expo_gamma,ns
303,Casp8ap2,0.04522222064232717,expo_gamma,sig
304,Cast,0.29018107151554406,expo_gamma,ns
305,Cbfb,0.00023513134070352049,expo_gamma,sig
306,Cbx2,0.08660795599939053,expo_gamma,ns
307,Ccar1,0.03077346722791474,expo_gamma,sig
308,Ccar2,0.03047918859045151,expo_gamma,sig
309,Ccdc107,0.20451526194327174,expo_gamma,ns
310,Ccdc141,0.038572834827256375,expo_gamma,sig
311,Ccdc142,2.5840418693690026e-10,expo_gamma,sig
312,Ccdc181,0.033367101434684465,expo_gamma,sig
313,Ccdc186,0.22867677239868722,expo_gamma,ns
314,Ccdc28b,0.00432299791772961,expo_gamma,sig
315,Ccdc59,1.0,expo_gamma,ns
316,Ccdc69,0.558869108664453,expo_gamma,ns
317,Ccdc71l,0.9979373188428949,expo_gamma,ns
318,Ccdc77,0.05270573667088141,expo_gamma,ns
319,Ccdc85b,0.11141321399120074,expo_gamma,ns
320,Ccdc9b,0.179723879690752,expo_gamma,ns
321,Cckar,1.0,expo_gamma,ns
322,Ccl1,0.02697827726548152,expo_gamma,sig
323,Ccl4,0.536365880917292,expo_gamma,ns
324,Ccl5,1.1102230246251565e-16,expo_gamma,sig
325,Ccl9,0.027411978762468148,expo_gamma,sig
326,Ccnc,1.0,expo_gamma,ns
327,Ccndbp1,0.12205216598208435,expo_gamma,ns
328,Ccnq,0.003922598834164237,expo_gamma,sig
329,Ccr3,0.4878460908905137,expo_gamma,ns
330,Ccsap,1.9473313919160518e-06,expo_gamma,sig
331,Cd101,0.09641641261225053,expo_gamma,ns
332,Cd109,0.00416013575726959,expo_gamma,sig
333,Cd163l1,0.11513179083849556,expo_gamma,ns
334,Cd2,0.3783720245617739,expo_gamma,ns
335,Cd200,0.14864539089987938,expo_gamma,ns
336,Cd200r1,7.29170057667261e-11,expo_gamma,sig
337,Cd200r2,0.0872777255512982,expo_gamma,ns
338,Cd274,1.0,expo_gamma,ns
339,Cd28,1.0,expo_gamma,ns
340,Cd37,0.2483349964839352,expo_gamma,ns
341,Cd4,0.022782569591490387,expo_gamma,sig
342,Cd40lg,1.0,expo_gamma,ns
343,Cd44,1.0,expo_gamma,ns
344,Cd63,1.0,expo_gamma,ns
345,Cd69,0.20063726608406285,expo_gamma,ns
346,Cd79b,0.0008133860844539154,expo_gamma,sig
347,Cd86,1.0,expo_gamma,ns
348,Cd8a,1.0,expo_gamma,ns
349,Cdc14b,4.575918818416902e-06,expo_gamma,sig
350,Cdc16,0.17005171914533956,expo_gamma,ns
351,Cdc23,0.12380389971755701,expo_gamma,ns
352,Cdc42ep3,0.5534064073017153,expo_gamma,ns
353,Cdh23,1.0,expo_gamma,ns
354,Cdipt,0.13404205448283424,expo_gamma,ns
355,Cdk5r1,0.0672146668019219,expo_gamma,ns
356,Cdk5rap2,0.9999004062932326,expo_gamma,ns
357,Cdk5rap3,0.999375431062274,expo_gamma,ns
358,Cdk9,0.008281022813386607,expo_gamma,sig
359,Cdkn2aip,1.0,expo_gamma,ns
360,Cdpf1,1.0,expo_gamma,ns
361,Cds2,0.1104820980451725,expo_gamma,ns
362,Cdyl2,0.02836110852557938,expo_gamma,sig
363,Cep135,1.7132961716015416e-12,expo_gamma,sig
364,Cep162,1.1102230246251565e-16,expo_gamma,sig
365,Cep19,0.06428478135817683,expo_gamma,ns
366,Cep192,1.0,expo_gamma,ns
367,Cep290,0.022241131554369353,expo_gamma,sig
368,Cep41,0.002836189315480131,expo_gamma,sig
369,Cep57l1,6.536317472860542e-05,expo_gamma,sig
370,Cep85,0.08816977357036504,expo_gamma,ns
371,Cep97,1.0,expo_gamma,ns
372,Cers2,0.010378937662765209,expo_gamma,sig
373,Cers4,0.9989316162044811,expo_gamma,ns
374,Cers6,0.13262222902440668,expo_gamma,ns
375,Ces2b,0.012096542968737967,expo_gamma,sig
376,Cetn2,2.3258908840029235e-06,expo_gamma,sig
377,Cfap36,0.0206213900322052,expo_gamma,sig
378,Cfap77,0.020770651012212427,expo_gamma,sig
379,Cfdp1,0.999967799158119,expo_gamma,ns
380,Cgrrf1,0.9993647543349589,expo_gamma,ns
381,Champ1,0.13382082497151382,expo_gamma,ns
382,Chd7,1.0,expo_gamma,ns
383,Chic1,0.03223681443403992,expo_gamma,sig
384,Chic2,0.03590761034000001,expo_gamma,sig
385,Chka,0.772651440405191,expo_gamma,ns
386,Chmp1b,0.21472198152611555,expo_gamma,ns
387,Chn2,0.30962431372503896,expo_gamma,ns
388,Chpt1,0.0002772194860746202,expo_gamma,sig
389,Chrac1,0.09658224510290003,expo_gamma,ns
390,Chrne,0.5804427855608467,expo_gamma,ns
391,Chst11,0.9996737979915316,expo_gamma,ns
392,Chst15,1.0,expo_gamma,ns
393,Chst2,0.14434872551005995,expo_gamma,ns
394,Chtf8,9.821284419064824e-08,expo_gamma,sig
395,Churc1,0.28122245439145366,expo_gamma,ns
396,Ciao1,0.31835545744667537,expo_gamma,ns
397,Cirbp,0.14860777394919134,expo_gamma,ns
398,Cish,0.019173404825800655,expo_gamma,sig
399,Ckap4,0.20996866885833576,expo_gamma,ns
400,Cklf,0.19789204028289642,expo_gamma,ns
401,Cldn19,1.0,expo_gamma,ns
402,Clip2,0.0002842322270807385,expo_gamma,sig
403,Clip3,0.6252550757820503,expo_gamma,ns
404,Clp1,0.01662493140866428,expo_gamma,sig
405,Cltb,0.4733128067269545,expo_gamma,ns
406,Cmas,0.9957117281182283,expo_gamma,ns
407,Cmc1,0.00020326941175530244,expo_gamma,sig
408,Cmip,0.9995125866203987,expo_gamma,ns
409,Cnih2,0.12164693996202247,expo_gamma,ns
410,Cnn3,0.15142214137632848,expo_gamma,ns
411,Cnot1,0.13115766932365658,expo_gamma,ns
412,Cnot6l,0.10246911134209691,expo_gamma,ns
413,Cnp,0.013979101042631115,expo_gamma,sig
414,Cnppd1,0.7990677438759286,expo_gamma,ns
415,Cnrip1,0.25029529169437237,expo_gamma,ns
416,Cnst,1.0,expo_gamma,ns
417,Cobll1,0.04977216705563714,expo_gamma,sig
418,Cog4,0.32263210899464645,expo_gamma,ns
419,Col15a1,0.17906322776508554,expo_gamma,ns
420,Col4a4,0.07398162021503718,expo_gamma,ns
421,Col5a3,0.027346845178154,expo_gamma,sig
422,Colec11,0.09699454364450855,expo_gamma,ns
423,Colgalt1,0.21425896135075428,expo_gamma,ns
424,Commd4,1.0,expo_gamma,ns
425,Comtd1,0.9980748464892985,expo_gamma,ns
426,Cops7a,0.7205177040543826,expo_gamma,ns
427,Coq10a,0.3066309743335822,expo_gamma,ns
428,Coq10b,1.0,expo_gamma,ns
429,Coro1a,0.10718703889525083,expo_gamma,ns
430,Coro2b,2.3963331685639133e-06,expo_gamma,sig
431,Cox16,0.00116449268146257,expo_gamma,sig
432,Cpeb2,0.014854925838149291,expo_gamma,sig
433,Cplane1,0.3384322782451188,expo_gamma,ns
434,Cpm,1.7873480473440395e-12,expo_gamma,sig
435,Cpne1,1.0,expo_gamma,ns
436,Cpne3,0.24572220743133777,expo_gamma,ns
437,Cpsf3,0.06299979341011142,expo_gamma,ns
438,Cramp1l,1.0,expo_gamma,ns
439,Creb5,0.14322831594720142,expo_gamma,ns
440,Crem,0.1786791957971735,expo_gamma,ns
441,Cript,1.0,expo_gamma,ns
442,Crk,0.06617327521902405,expo_gamma,ns
443,Crkl,0.11075860362731405,expo_gamma,ns
444,Crppa,0.1871397699142897,expo_gamma,ns
445,Crtam,0.15122531254239335,expo_gamma,ns
446,Crtap,0.18860305604751404,expo_gamma,ns
447,Cry1,0.010139245874485225,expo_gamma,sig
448,Crybg1,0.9982143149831291,expo_gamma,ns
449,Crybg3,1.0,expo_gamma,ns
450,Cryl1,1.0,expo_gamma,ns
451,Csf1,0.17124946519666862,expo_gamma,ns
452,Csgalnact2,4.9704129700955946e-11,expo_gamma,sig
453,Csk,0.3681021053706982,expo_gamma,ns
454,Csnk1a1,1.0,expo_gamma,ns
455,Csnk1g2,1.0,expo_gamma,ns
456,Csnk2a1,1.1102230246251565e-16,expo_gamma,sig
457,Csrnp1,0.24276221428479416,expo_gamma,ns
458,Cstad,0.14158794552666976,expo_gamma,ns
459,Ctcf,1.0,expo_gamma,ns
460,Ctdsp2,1.0,expo_gamma,ns
461,Ctla2a,0.05387997840711378,expo_gamma,ns
462,Ctla2b,1.0,expo_gamma,ns
463,Ctnnb1,0.009758224590059372,expo_gamma,sig
464,Ctsg,0.11978345031525772,expo_gamma,ns
465,Ctsw,1.0,expo_gamma,ns
466,Cttn,0.8754546012176063,expo_gamma,ns
467,Ctxn1,0.12385842089325239,expo_gamma,ns
468,Cuedc2,0.49669671438336727,expo_gamma,ns
469,Cutc,0.03815127202091484,expo_gamma,sig
470,Cwc25,1.1102230246251565e-16,expo_gamma,sig
471,Cwc27,1.0,expo_gamma,ns
472,Cwf19l1,0.177481248838389,expo_gamma,ns
473,Cxcr3,1.0,expo_gamma,ns
474,Cxcr6,1.1102230246251565e-16,expo_gamma,sig
475,Cxxc5,1.0,expo_gamma,ns
476,Cyb5d1,0.25111683458353307,expo_gamma,ns
477,Cyb5r4,1.0,expo_gamma,ns
478,Cybc1,0.03996789828396441,expo_gamma,sig
479,Cyfip2,0.9998263861851158,expo_gamma,ns
480,Cyp2c37,1.0,expo_gamma,ns
481,Cyp4f16,1.258375669221934e-07,expo_gamma,sig
482,Cyp4v3,0.15798826508797692,expo_gamma,ns
483,Cyp51,0.038865534395350565,expo_gamma,sig
484,Cysltr2,1.0,expo_gamma,ns
485,Cyth3,1.0,expo_gamma,ns
486,Czib,0.4030103045936071,expo_gamma,ns
487,D030056L22Rik,0.8465696521036166,expo_gamma,ns
488,D11Wsu47e,0.002195887083945358,expo_gamma,sig
489,D16Ertd472e,0.6830067701850597,expo_gamma,ns
490,D17H6S53E,1.0465274811299885e-05,expo_gamma,sig
491,D1Ertd622e,0.2848171552161368,expo_gamma,ns
492,D230025D16Rik,0.0,expo_gamma,sig
493,D3Ertd751e,0.3510923822148678,expo_gamma,ns
494,Dag1,0.9999321180497928,expo_gamma,ns
495,Dap3,1.0,expo_gamma,ns
496,Dapk1,1.0,expo_gamma,ns
497,Dapk3,0.23942321459498683,expo_gamma,ns
498,Dars,0.11975323257386816,expo_gamma,ns
499,Dazap2,1.1102230246251565e-16,expo_gamma,sig
500,Dbndd2,0.0002688088297481128,expo_gamma,sig
501,Dcaf12,1.0,expo_gamma,ns
502,Dcaf4,1.0,expo_gamma,ns
503,Dcaf7,0.0006442820836164431,expo_gamma,sig
504,Dcdc2b,0.002166624780153392,expo_gamma,sig
505,Dcp1b,0.06824097598254197,expo_gamma,ns
506,Dcp2,0.13323282984219664,expo_gamma,ns
507,Dctn1,1.0,expo_gamma,ns
508,Dctn3,1.0,expo_gamma,ns
509,Dctn6,0.13272976436785566,expo_gamma,ns
510,Ddit3,0.0027543307197845923,expo_gamma,sig
511,Ddit4,1.1102230246251565e-16,expo_gamma,sig
512,Ddrgk1,0.033560357490322934,expo_gamma,sig
513,Ddx18,0.31881906759797296,expo_gamma,ns
514,Ddx31,0.10969552823600814,expo_gamma,ns
515,Ddx43,1.0,expo_gamma,ns
516,Ddx56,0.27887351570952923,expo_gamma,ns
517,Decr2,0.06871249064123164,expo_gamma,ns
518,Dedd,0.9286897272846227,expo_gamma,ns
519,Defb15,0.03849865342133407,expo_gamma,sig
520,Defb21,0.13530718459940616,expo_gamma,ns
521,Dennd4a,0.9995665904761386,expo_gamma,ns
522,Dennd4b,1.0,expo_gamma,ns
523,Dennd4c,0.6034106905612859,expo_gamma,ns
524,Depdc5,0.173842626492833,expo_gamma,ns
525,Dffb,0.0377437863963791,expo_gamma,sig
526,Dgat1,1.0,expo_gamma,ns
527,Dgkz,1.0,expo_gamma,ns
528,Dguok,0.192296221812419,expo_gamma,ns
529,Dhcr7,0.17409812840656114,expo_gamma,ns
