,gene,alpha,beta,rss,rmse,alpha_err,beta_err,model
2290,Gkap1,1.0,0.031241735397146492,0.08271382694513098,0.10168199628322298,,0.0046916688644572544,expo
2291,Gkap1.1,1.0,0.028172822651446116,0.7237562749033345,0.38046189688412546,,0.0266122190961042,expo
2292,Glb1,1.0,0.011353102432883257,1.0783141674299423,0.3671365834791499,,0.007381408740727296,expo
2293,Glce,1.0,0.004830791587781004,2.884993371334758,0.6005199175854576,,0.008592200060179763,expo
2294,Gldc,1.0,0.02818727914564104,0.5994732725620894,0.24484143288301705,,0.009589766055665725,expo
2295,Glipr2,1.0,0.01980698362198206,0.43175319986098587,0.20778671754012235,,0.00543488163872591,expo
2296,Glipr2.1,1.0,0.023910536884044913,0.18793664987226427,0.14450553617701692,,0.0048075521890562755,expo
2297,Glipr2.2,1.0,0.015383784201125707,0.408595415822266,0.22599651983555688,,0.00551334235922392,expo
2298,Glod4,1.0,0.014370388057341501,0.6420251756713852,0.25338215716016493,,0.0047567959238668306,expo
2299,Glrx2,1.0,0.034744169822679714,0.31867493974417543,0.2133658627616542,,0.011641556977818318,expo
2300,Gls2,1.0,0.0372175193492234,0.1053521289149668,0.122679681001825,,0.0071770095248633045,expo
2301,Gls2.1,1.0,0.03448301443257158,0.10758244257333116,0.12397144980848912,,0.0067135663810901705,expo
2302,Glt8d1.1,1.0,0.01627310059852626,1.1390375841751454,0.3773323442562182,,0.009589705539316297,expo
2303,Glt8d3,1.0,0.010221204029099705,0.6059961229982676,0.2461698850384156,,0.0034368984254018096,expo
2304,Gltscr2,1.0,0.014406605220529741,0.3656050858172571,0.20155095463189593,,0.004126543196822129,expo
2305,Glud1,1.0,0.01985811173254216,0.5465414256165534,0.24642813367898142,,0.0067660720493724884,expo
2306,Glud1.1,1.0,0.009971172674134825,1.887335100930839,0.4579343840589245,,0.007156552706283004,expo
2307,Gm128,1.0,0.03511334495909772,0.2109719864355742,0.1875153266782808,,0.011770540717658854,expo
2308,Gm1587.1,1.0,0.03207268826209602,0.2231919114968155,0.1928695204435784,,0.011262576348330436,expo
2309,Gm166.1,1.0,0.018183870407548403,0.1300364098199706,0.127493337972995,,0.003530283726342975,expo
2310,Gm1673,1.0,0.018331659811981264,0.10030865689898803,0.10557180647364987,,0.002681221111658607,expo
2311,Gm1673.1,1.0,0.018326035186086775,0.17141206076839216,0.1463779614424556,,0.004078662452372137,expo
2312,Gm2a,1.0,0.39130883975562286,0.00684090008325928,0.04135486695438422,,0.04357332237675333,expo
2313,Gm347,1.0,0.04026275186638222,0.3071630911097399,0.24785604334360697,,0.021414584241933335,expo
2314,Gm414.1,1.0,0.07023153325818977,0.5324616602245725,0.36484985275609355,,0.060749614160551586,expo
2315,Gm50,1.0,0.022535277300235492,0.08516455397074425,0.09228464334370277,,0.002788505291278533,expo
2316,Gm614,1.0,0.031032585254336234,0.38637734832684134,0.20719753010294342,,0.009217711477286884,expo
2317,Gm614.1,1.0,0.03857161178247628,0.35509026453361314,0.22522695364378353,,0.013675977316212028,expo
2318,Gm71,1.0,0.23023476148983274,0.0107620138332226,0.0392100822187767,,0.01872435420354308,expo
2319,Gm867,1.0,0.017531262029367084,0.40460674125475626,0.24041830844674403,,0.007600656162627651,expo
2320,Gm885,1.0,0.009990816762446949,1.347511050931495,0.36708460209214644,,0.005035866865521322,expo
2321,Gm885.1,1.0,0.008857748612360251,2.306448166748964,0.4802549496620481,,0.006033343759248429,expo
2322,Gmds,1.0,0.04677299857608761,0.5397511120596725,0.32855779158609905,,0.031591224892193986,expo
2323,Gmip,1.0,0.08415886341201644,0.15743169654411354,0.14996747101770033,,0.022486724863834028,expo
2324,Gmip.1,1.0,0.1624409886095767,0.07506500117858488,0.10355467926144475,,0.03271195788970616,expo
2325,Gmppa,1.0,0.013646115623545845,0.9656260484324513,0.3714116023329011,,0.01024017818980239,expo
2326,Gmppa.1,1.0,0.013513594581945274,0.6879607326628585,0.3134965783961966,,0.008602455182256467,expo
2327,Gna-rs1,1.0,0.02160799660562726,0.8227137138763189,0.3023452246607288,,0.009042522335188586,expo
2328,Gna-rs1.1,1.0,0.016219148249700385,1.1381044963335292,0.4032199853914431,,0.01217813192621804,expo
2329,Gna11,1.0,0.03872931194759928,0.2224952604669007,0.17828358648388595,,0.010872094628116852,expo
2330,Gna15,1.0,0.010727134106506291,0.3576532403624021,0.18911722300266628,,0.0027430111576584285,expo
