,gene,p,comp,f-test
35,1700097N02Rik_1,0.1256157846705448,expo_gamma,ns
36,1700097N02Rik_2,0.9998843193476046,expo_gamma,ns
37,1810009A15Rik,0.00283229712848454,expo_gamma,sig
38,1810009N02Rik,0.0006718296506930121,expo_gamma,sig
39,1810026J23Rik_1,1.0,expo_gamma,ns
40,1810030O07Rik_1,0.03487435982073517,expo_gamma,sig
41,1810032O08Rik,1.1102230246251565e-16,expo_gamma,sig
42,1810037I17Rik,9.360576171957291e-07,expo_gamma,sig
43,1810058I24Rik,9.14609302737901e-08,expo_gamma,sig
44,2010012O05Rik,0.02391904253444377,expo_gamma,sig
45,2010107E04Rik,0.002994070417832062,expo_gamma,sig
46,2010111I01Rik_1,0.0014251613467867186,expo_gamma,sig
47,2010204K13Rik,1.0480830670012153e-07,expo_gamma,sig
48,2310010J17Rik,1.1102230246251565e-16,expo_gamma,sig
49,2310011J03Rik,0.25147280519507853,expo_gamma,ns
50,2310022A10Rik,0.1600221819869888,expo_gamma,ns
51,2310033P09Rik,0.00046986100076418236,expo_gamma,sig
52,2310039H08Rik,0.014461809227425904,expo_gamma,sig
53,2310061J03Rik,1.0,expo_gamma,ns
54,2410002F23Rik,0.0013400101321817681,expo_gamma,sig
55,2410004B18Rik,2.3425705819590803e-14,expo_gamma,sig
56,2510002D24Rik,0.9998542622625628,expo_gamma,ns
57,2510039O18Rik_1,0.01186813063441039,expo_gamma,sig
58,2600001M11Rik,0.00011559524387150244,expo_gamma,sig
59,2610001J05Rik,0.31398586040321363,expo_gamma,ns
60,2610002J02Rik_1,0.005701849882712717,expo_gamma,sig
61,2610002J02Rik_2,0.008915821198421492,expo_gamma,sig
62,2610002M06Rik,2.220446049250313e-16,expo_gamma,sig
63,2610005L07Rik,1.1102230246251565e-16,expo_gamma,sig
64,2610005L07Rik.1,0.00021289096271215335,expo_gamma,sig
65,2610005L07Rik_1,1.0581863381653456e-05,expo_gamma,sig
66,2610018G03Rik_1,5.551115123125783e-16,expo_gamma,sig
67,2610019E17Rik,0.0025070772682950215,expo_gamma,sig
68,2610301B20Rik,0.05905329431374973,expo_gamma,ns
69,2610507B11Rik,1.1102230246251565e-16,expo_gamma,sig
70,2610524H06Rik,1.796411117993557e-05,expo_gamma,sig
71,2700029M09Rik,0.00021157972673979675,expo_gamma,sig
72,2700060E02Rik,0.001298368668864791,expo_gamma,sig
73,2700060E02Rik_1,0.03661673842630431,expo_gamma,sig
74,2700060E02Rik_2,8.750908745080999e-06,expo_gamma,sig
75,2700062C07Rik,0.00018604203616212622,expo_gamma,sig
76,2700079J08Rik,0.49131268065873324,expo_gamma,ns
77,2700094K13Rik,1.5831556243739442e-07,expo_gamma,sig
78,2810004N23Rik,3.301292495250241e-05,expo_gamma,sig
79,2810025M15Rik,0.014302976115387112,expo_gamma,sig
80,2810043O03Rik,0.5145989302720511,expo_gamma,ns
81,2810403A07Rik,0.007917225194940536,expo_gamma,sig
82,2810408M09Rik.1,5.164535465951303e-12,expo_gamma,sig
83,2810417H13Rik,1.857181075592962e-12,expo_gamma,sig
84,2810417H13Rik_1,7.128853063420593e-12,expo_gamma,sig
85,2810474O19Rik,0.70418200079126,expo_gamma,ns
86,2810474O19Rik_1,0.20278685013704933,expo_gamma,ns
87,2810474O19Rik_2,0.9999533115071139,expo_gamma,ns
88,2900097C17Rik_1,1.0,expo_gamma,ns
89,3000002C10Rik,0.01728420991234092,expo_gamma,sig
90,3010026O09Rik,0.07597000793322206,expo_gamma,ns
91,3110002H16Rik_1,1.0,expo_gamma,ns
92,3110040N11Rik,0.5664641195724962,expo_gamma,ns
93,3110057O12Rik,0.23482879906847043,expo_gamma,ns
94,3830406C13Rik,2.908912000165742e-10,expo_gamma,sig
95,3930401B19Rik,1.0,expo_gamma,ns
96,4632428N05Rik,0.0017724184893563866,expo_gamma,sig
97,4632428N05Rik_1,0.005860924565429859,expo_gamma,sig
98,4833420G17Rik,1.1435297153639112e-14,expo_gamma,sig
99,4833420G17Rik_1,0.14901395621134061,expo_gamma,ns
100,4833420G17Rik_2,0.46723883338720285,expo_gamma,ns
101,4833439L19Rik,0.36256072619904955,expo_gamma,ns
102,4921524J17Rik,4.284695026113283e-06,expo_gamma,sig
103,4930430F08Rik,0.04753567684707982,expo_gamma,sig
104,4930432F04Rik,0.10857811774908477,expo_gamma,ns
105,4931406C07Rik,1.0,expo_gamma,ns
106,4932431P20Rik,0.005648993732253249,expo_gamma,sig
107,4932438A13Rik,5.6252021225500215e-06,expo_gamma,sig
108,4933413G19Rik,3.2545876897938086e-06,expo_gamma,sig
109,4933426M11Rik,0.09456922456439087,expo_gamma,ns
110,4933434E20Rik,1.1102230246251565e-16,expo_gamma,sig
111,5430417L22Rik,0.04771952197566287,expo_gamma,sig
112,5430421N21Rik,0.07879754771155056,expo_gamma,ns
113,5730408K05Rik,3.5446556800877715e-10,expo_gamma,sig
114,5730493B19Rik,0.02262983321742562,expo_gamma,sig
115,5730559C18Rik,0.015644667839430415,expo_gamma,sig
116,5830417I10Rik,2.0348689400151443e-10,expo_gamma,sig
117,6330416G13Rik,0.5737539520409136,expo_gamma,ns
118,6330416G13Rik_1,1.0,expo_gamma,ns
119,6330416G13Rik_2,1.0,expo_gamma,ns
120,6430706D22Rik,1.1102230246251565e-16,expo_gamma,sig
121,6430706D22Rik _2,0.025052532276723327,expo_gamma,sig
122,6720475J19Rik,0.9998986666545384,expo_gamma,ns
123,6820431F20Rik,0.0007145650923869873,expo_gamma,sig
124,8430419L09Rik_2,1.0,expo_gamma,ns
125,9130221H12Rik,1.0,expo_gamma,ns
126,9130401M01Rik,9.311440507531188e-13,expo_gamma,sig
127,9430015G10Rik,1.1102230246251565e-16,expo_gamma,sig
128,9430016H08Rik,0.4372755479687771,expo_gamma,ns
129,9530068E07Rik_1,0.26886246045111994,expo_gamma,ns
130,A030005L19Rik,0.10041227595550117,expo_gamma,ns
131,A230046K03Rik,8.663105824191497e-05,expo_gamma,sig
132,A230046K03Rik_1,0.030516016709386085,expo_gamma,sig
133,A230046K03Rik_2,0.016266292965601448,expo_gamma,sig
134,A230050P20Rik,0.0023197477685777956,expo_gamma,sig
135,A430005L14Rik,6.503900033438814e-05,expo_gamma,sig
136,A430104N18Rik,0.15362412929753078,expo_gamma,ns
137,A630038E17Rik,0.9999366159830139,expo_gamma,ns
138,A630038E17Rik_1,0.0004462664291332574,expo_gamma,sig
139,A630072M18Rik,0.004086750687173346,expo_gamma,sig
140,A730098P11Rik,0.026206988285254473,expo_gamma,sig
141,A730098P11Rik _1,0.9999365403518469,expo_gamma,ns
142,A730098P11Rik _2,0.9999548695508924,expo_gamma,ns
143,A730098P11Rik _3,1.0,expo_gamma,ns
144,A930012O16Rik,1.1102230246251565e-16,expo_gamma,sig
145,AA407331_1,0.02358903278405977,expo_gamma,sig
146,AI314180,1.0,expo_gamma,ns
147,AI503316,0.0020858984728688856,expo_gamma,sig
148,AI503316 _1,0.00018756270498132555,expo_gamma,sig
149,AI504432,2.3530031580953903e-06,expo_gamma,sig
150,AI597479,0.00028123181804318165,expo_gamma,sig
151,AI646383,2.104061416652314e-06,expo_gamma,sig
152,AI837181,6.903233540356268e-11,expo_gamma,sig
153,AK030979,0.08787146394703249,expo_gamma,ns
154,AK077428,1.0,expo_gamma,ns
155,AK077428.1,1.0,expo_gamma,ns
156,AK134344,0.9999967377881593,expo_gamma,ns
157,AK134344_1,0.043402038013041544,expo_gamma,sig
158,AU020206,0.0003606336690621381,expo_gamma,sig
159,AW112010,0.9702854034738104,expo_gamma,ns
160,AW209491,5.541445113887988e-07,expo_gamma,sig
161,AW549877,0.910621125110435,expo_gamma,ns
162,Aaas,9.054063103175469e-05,expo_gamma,sig
163,Aacs,0.9999329741545139,expo_gamma,ns
164,Aacs_2,0.9999386472124157,expo_gamma,ns
165,Aak1,2.7609284389384925e-05,expo_gamma,sig
166,Aak1_2,2.419614508752943e-10,expo_gamma,sig
167,Aak1_3,0.9999787298971247,expo_gamma,ns
168,Aak1_4,3.3306690738754696e-15,expo_gamma,sig
169,Aamdc,3.945163589924583e-06,expo_gamma,sig
170,Aamp,0.0002820498738241861,expo_gamma,sig
171,Aar2,1.4423280878750333e-05,expo_gamma,sig
172,Aars,0.046295816182129856,expo_gamma,sig
173,Aars_1,0.06688592772668311,expo_gamma,ns
174,Aarsd1,7.159428065883766e-05,expo_gamma,sig
175,Abca1_1,0.08328665780221134,expo_gamma,ns
176,Abca3,1.1102230246251565e-16,expo_gamma,sig
177,Abca3_1,0.0020597916851798903,expo_gamma,sig
178,Abca7,1.2734400489655684e-07,expo_gamma,sig
179,Abcb10,1.0,expo_gamma,ns
180,Abcb10_1,0.3584332070431042,expo_gamma,ns
181,Abcb1b,1.0,expo_gamma,ns
182,Abcb6,0.999991136298304,expo_gamma,ns
183,Abcb7_1,0.04225631002414976,expo_gamma,sig
184,Abcb8,0.9999984339873713,expo_gamma,ns
185,Abcb8_1,0.0006018924373339951,expo_gamma,sig
186,Abcc10,9.72111280361787e-13,expo_gamma,sig
187,Abcc5,1.0,expo_gamma,ns
188,Abcc5_3,0.00018904827051779982,expo_gamma,sig
189,Abcc5_6,1.0,expo_gamma,ns
190,Abcd1,0.000719497866152885,expo_gamma,sig
191,Abcd3,0.026121699303216617,expo_gamma,sig
192,Abce1,5.252668522359727e-09,expo_gamma,sig
193,Abce1_1,3.0827092689644786e-07,expo_gamma,sig
194,Abcf1,0.11264127797292223,expo_gamma,ns
195,Abcf1_2,0.07842810705642433,expo_gamma,ns
196,Abcf1_4,0.017440804697760104,expo_gamma,sig
197,Abcf1_5,1.994182596831706e-12,expo_gamma,sig
198,Abcf2,0.37438710089438165,expo_gamma,ns
199,Abcf2_1,2.7258110254280155e-05,expo_gamma,sig
200,Abcf3_1,0.0034737479190160014,expo_gamma,sig
201,Abcg1,1.9531842809783484e-10,expo_gamma,sig
202,Abcg2,1.835804841476829e-10,expo_gamma,sig
203,Abcg3,0.2653215614246901,expo_gamma,ns
204,Abcg3_1,0.23157095107564551,expo_gamma,ns
205,Abcg4_1,0.4084746008617979,expo_gamma,ns
206,Abhd10,1.0,expo_gamma,ns
207,Abhd12_1,1.1102230246251565e-16,expo_gamma,sig
208,Abhd14a,7.193201234656499e-07,expo_gamma,sig
209,Abhd14b,1.0,expo_gamma,ns
210,Abhd16a,0.004366504405501792,expo_gamma,sig
211,Abhd16a_1,0.2621672903982015,expo_gamma,ns
212,Abhd17a,1.3786334633891784e-06,expo_gamma,sig
213,Abhd17c,5.970495542406695e-08,expo_gamma,sig
214,Abhd4,0.0020194764061717274,expo_gamma,sig
215,Abhd4_1,0.02532186543146231,expo_gamma,sig
216,Abhd5_1,0.002031541447567675,expo_gamma,sig
217,Abhd6,9.496665898112155e-09,expo_gamma,sig
218,Abi1,0.06405354054459023,expo_gamma,ns
219,Abi1_3,0.19155871896633825,expo_gamma,ns
220,Abl1,0.9998980608366864,expo_gamma,ns
221,Ablim1,1.1102230246251565e-15,expo_gamma,sig
222,Abracl,0.9501590576835502,expo_gamma,ns
223,Abt1,2.2818884559683283e-09,expo_gamma,sig
224,Abtb1,0.7135300556326746,expo_gamma,ns
225,Acaa2,2.467590028598643e-05,expo_gamma,sig
226,Acaa2_1,8.187342512844253e-07,expo_gamma,sig
227,Acaa2_2,4.431266453774896e-08,expo_gamma,sig
228,Acad9,0.9999699306410483,expo_gamma,ns
229,Acad9_1,0.03922621949618266,expo_gamma,sig
230,Acadl,2.2096254574055507e-05,expo_gamma,sig
231,Acads,8.881784197001252e-16,expo_gamma,sig
232,Acadsb,1.0,expo_gamma,ns
233,Acadvl,2.2603397598075503e-08,expo_gamma,sig
234,Acat1,1.1102230246251565e-16,expo_gamma,sig
235,Acat1_1,1.0831335828243027e-12,expo_gamma,sig
236,Acat1_2,5.9303523092246735e-08,expo_gamma,sig
237,Acat2,0.0034489610748212884,expo_gamma,sig
238,Acat2.1,0.009563265191401604,expo_gamma,sig
239,Acbd3_1,0.009149759260673296,expo_gamma,sig
240,Acbd3_2,4.501743804175007e-06,expo_gamma,sig
241,Acbd6_1,0.0019322390916257648,expo_gamma,sig
242,Acin1_1,1.4325166541873102e-07,expo_gamma,sig
243,Acly,1.1102230246251565e-16,expo_gamma,sig
244,Acly_3,0.20720265881244926,expo_gamma,ns
245,Acly_4,0.15708719746914412,expo_gamma,ns
246,Aco1,8.134406484838763e-06,expo_gamma,sig
247,Aco1_1,0.9999938402273378,expo_gamma,ns
248,Aco2,1.0,expo_gamma,ns
249,Aco2_1,0.08581372664808484,expo_gamma,ns
250,Acot10,1.0,expo_gamma,ns
251,Acot6,2.721424178564469e-06,expo_gamma,sig
252,Acot7,1.2434497875801753e-13,expo_gamma,sig
253,Acp1,0.002953736820452635,expo_gamma,sig
254,Acp1_1,0.999985911580441,expo_gamma,ns
255,Acp1_2,0.002850554672316652,expo_gamma,sig
256,Acp1_4,0.012698929705617146,expo_gamma,sig
257,Acp1_5,0.004542438541848437,expo_gamma,sig
258,Acp2,0.09371779116257728,expo_gamma,ns
259,Acp2_1,0.0927632463157052,expo_gamma,ns
260,Acp5,1.6842083283563625e-13,expo_gamma,sig
261,Acrbp,1.1102230246251565e-16,expo_gamma,sig
262,Acrbp_1,0.2413540463247591,expo_gamma,ns
263,Acsbg1,0.8803574554638859,expo_gamma,ns
264,Acsf3,0.0003987103990316099,expo_gamma,sig
265,Acsl1,0.0003498994513685405,expo_gamma,sig
266,Acsl1_1,0.014292006796565726,expo_gamma,sig
267,Acsl1_3,0.08367337599792801,expo_gamma,ns
268,Acsl4_1,1.1102230246251565e-16,expo_gamma,sig
269,Acsl4_2,1.1102230246251565e-16,expo_gamma,sig
270,Acsl5,0.6717279614189957,expo_gamma,ns
271,Acsl6,0.002618570824760136,expo_gamma,sig
272,Acss1,0.19232210221253532,expo_gamma,ns
273,Acta1,1.0,expo_gamma,ns
274,Actb,0.8037835954086753,expo_gamma,ns
275,Actb_1,1.0,expo_gamma,ns
276,Actb_2,1.0,expo_gamma,ns
277,Actb_3,6.348888081930681e-11,expo_gamma,sig
278,Actb_4,0.9999791619096191,expo_gamma,ns
279,Actg1,0.01844412981171173,expo_gamma,sig
280,Actl6a,1.8548662491513213e-06,expo_gamma,sig
281,Actl6a_1,0.003956469938584117,expo_gamma,sig
282,Actn1,0.9998995810521629,expo_gamma,ns
283,Actn1_1,0.9999811603912202,expo_gamma,ns
284,Actn1_2,1.0,expo_gamma,ns
285,Actn4,0.6947533871941914,expo_gamma,ns
286,Actr10_1,0.2893306073943104,expo_gamma,ns
287,Actr1a_1,3.3387671727336254e-05,expo_gamma,sig
288,Actr1b,0.47229269476906877,expo_gamma,ns
289,Actr1b_1,0.19962082037206152,expo_gamma,ns
290,Actr2,0.999995352358048,expo_gamma,ns
291,Actr3,0.9999662639616437,expo_gamma,ns
292,Actr3_1,0.12142446760573822,expo_gamma,ns
293,Actr3_2,0.9999930514761275,expo_gamma,ns
294,Actr8,0.016084252016320688,expo_gamma,sig
295,Acvr1,0.013885944663629801,expo_gamma,sig
296,Acvr1_2,0.9999973820615488,expo_gamma,ns
297,Acvr1b_1,1.0,expo_gamma,ns
298,Acvr2a,0.1481851263215065,expo_gamma,ns
299,Acvrl1,0.5909890537073847,expo_gamma,ns
300,Acy1,2.786803317667008e-06,expo_gamma,sig
301,Acyp2,1.0,expo_gamma,ns
302,Ada,1.7593867516429995e-05,expo_gamma,sig
303,Adam10,1.199926065509338e-06,expo_gamma,sig
304,Adam10_2,1.5721052237793742e-09,expo_gamma,sig
305,Adam15,2.1466317391416467e-06,expo_gamma,sig
306,Adam19,4.975349932045958e-08,expo_gamma,sig
307,Adam19_1,0.2580309606626022,expo_gamma,ns
308,Adam1a,6.341875669058084e-08,expo_gamma,sig
309,Adam4,1.0,expo_gamma,ns
310,Adam9,1.0,expo_gamma,ns
311,Adamts10,1.7470165314392716e-09,expo_gamma,sig
312,Adamtsl4,0.11952888859760447,expo_gamma,ns
313,Adarb1,1.0030721719900271e-07,expo_gamma,sig
314,Adarb1_1,9.709794747125855e-07,expo_gamma,sig
315,Adat2,0.07893529434783053,expo_gamma,ns
316,Adat3,1.1102230246251565e-16,expo_gamma,sig
317,Adck1,0.004043403007736868,expo_gamma,sig
318,Adck3,0.00328594794319248,expo_gamma,sig
319,Adcy3_1,1.0,expo_gamma,ns
320,Adcy6,0.9998553441006028,expo_gamma,ns
321,Add3,0.12595969708156363,expo_gamma,ns
322,Add3_1,0.006175614063920198,expo_gamma,sig
323,Add3_2,0.010903302004579118,expo_gamma,sig
324,Adh1,0.9999055844687909,expo_gamma,ns
325,Adh4,1.5870642187110207e-06,expo_gamma,sig
326,Adh5,0.0013950894719039209,expo_gamma,sig
327,Adipor1,1.0,expo_gamma,ns
328,Adipor2,0.0934730246250739,expo_gamma,ns
329,Adnp,4.604546833075762e-05,expo_gamma,sig
330,Adnp2,1.7944712382700345e-10,expo_gamma,sig
331,Adnp2_1,0.5905997191709622,expo_gamma,ns
332,Adora2b_1,1.0,expo_gamma,ns
333,Adpgk,1.0,expo_gamma,ns
334,Adpgk_1,6.215573777890171e-08,expo_gamma,sig
335,Adprhl2,0.005113051449142647,expo_gamma,sig
336,Adprm,0.00036661234077928206,expo_gamma,sig
337,Adrb2,0.55214466733682,expo_gamma,ns
338,Adrm1_1,5.223629107042882e-08,expo_gamma,sig
339,Adsl,6.24693609935223e-05,expo_gamma,sig
340,Adss,0.0022353452035445143,expo_gamma,sig
341,Aebp2,0.9999947430529895,expo_gamma,ns
342,Aebp2_1,1.0,expo_gamma,ns
343,Aen_1,0.0019125464846629914,expo_gamma,sig
344,Aff1,0.005979982525263994,expo_gamma,sig
345,Aff4,0.04822179085582101,expo_gamma,sig
346,Aff4_1,0.05113304236660732,expo_gamma,ns
347,Afg3l1_1,0.0005292314990906766,expo_gamma,sig
348,Afm_1,0.999991910632,expo_gamma,ns
349,Aftph_1,0.09172193608477819,expo_gamma,ns
350,Agfg1,1.1102230246251565e-16,expo_gamma,sig
351,Agfg1_2,0.1865303635504959,expo_gamma,ns
352,Agfg1_3,6.541545083393885e-12,expo_gamma,sig
353,Agfg1_4,1.1102230246251565e-16,expo_gamma,sig
354,Agfg2,0.0005559944242574666,expo_gamma,sig
355,Aggf1,0.048658097401304445,expo_gamma,sig
356,Agk,0.002041152966338222,expo_gamma,sig
357,Agk_1,0.001332689224207817,expo_gamma,sig
358,Agl,0.012005130087663463,expo_gamma,sig
359,Agl_1,0.0031620676216463917,expo_gamma,sig
360,Agpat1,3.1367758833722448e-06,expo_gamma,sig
361,Agpat1_1,1.1102230246251565e-16,expo_gamma,sig
362,Agpat3,0.00018440869381763925,expo_gamma,sig
363,Agpat5,1.8329782136561334e-13,expo_gamma,sig
364,Agpat6_1,1.4884392093295062e-06,expo_gamma,sig
365,Agr3,0.10946512672160136,expo_gamma,ns
366,Agrn,0.9999991327165768,expo_gamma,ns
367,Agtpbp1,0.9999956196284541,expo_gamma,ns
368,Agtrap,0.20866834791377675,expo_gamma,ns
369,Agtrap_1,1.0,expo_gamma,ns
370,Ahctf1,0.10292432799549778,expo_gamma,ns
371,Ahcy,0.01781327205751948,expo_gamma,sig
372,Ahcyl1,0.0004046012199412363,expo_gamma,sig
373,Ahcyl1_1,1.238482316701095e-08,expo_gamma,sig
374,Ahcyl2,0.3231531504776429,expo_gamma,ns
375,Ahcyl2_2,3.885780586188048e-15,expo_gamma,sig
376,Ahdc1,0.26272009789685846,expo_gamma,ns
377,Ahdc1_1,1.1102230246251565e-16,expo_gamma,sig
378,Ahnak,1.0,expo_gamma,ns
379,Ahnak_3,5.925276637341881e-06,expo_gamma,sig
380,Ahr,1.0,expo_gamma,ns
381,Ahrr,0.18356604402914722,expo_gamma,ns
382,Ahsa1,0.00011457641082290859,expo_gamma,sig
383,Ahsa2,5.551115123125783e-16,expo_gamma,sig
384,Aida,1.0,expo_gamma,ns
385,Aif1l,0.024479550208375556,expo_gamma,sig
386,Aifm1,0.002530909588292829,expo_gamma,sig
387,Aig1,1.160270768352234e-10,expo_gamma,sig
388,Aim1,0.020893025960332823,expo_gamma,sig
389,Aimp1,0.00010459066684787022,expo_gamma,sig
390,Aimp2,1.1102230246251565e-16,expo_gamma,sig
391,Aimp2_1,1.1102230246251565e-16,expo_gamma,sig
392,Aip,0.9999959195505718,expo_gamma,ns
393,Airn,0.02340973147502179,expo_gamma,sig
394,Ajuba,0.2228898671687224,expo_gamma,ns
395,Ak1,0.0003740777260973216,expo_gamma,sig
396,Ak2,0.0004420369678601599,expo_gamma,sig
397,Ak2_1,0.030658780840216115,expo_gamma,sig
398,Ak3,2.011034117010979e-09,expo_gamma,sig
399,Ak3_2,0.014987138933274302,expo_gamma,sig
400,Ak4,0.9999822842606492,expo_gamma,ns
401,Ak4_1,0.9999604241360308,expo_gamma,ns
402,Ak4_3,0.9999609788226471,expo_gamma,ns
403,Ak6,1.677930239196712e-08,expo_gamma,sig
404,Akap1,0.6362787019657701,expo_gamma,ns
405,Akap10,0.8581998296877602,expo_gamma,ns
406,Akap12,0.3954017184262648,expo_gamma,ns
407,Akap1_1,3.4925602173441206e-05,expo_gamma,sig
408,Akap8,0.00039078530575376025,expo_gamma,sig
409,Akap8_1,0.0003326880248383235,expo_gamma,sig
410,Akap8l,0.9999854461685977,expo_gamma,ns
411,Akap9,0.999994765748563,expo_gamma,ns
412,Akap9_1,0.43150837218252447,expo_gamma,ns
413,Akip1,1.986833175648961e-06,expo_gamma,sig
414,Akirin1,0.009696941296271522,expo_gamma,sig
415,Akirin1_1,0.004856343983799416,expo_gamma,sig
416,Akna,1.842429516107913e-05,expo_gamma,sig
417,Akna_1,2.3053389197613683e-09,expo_gamma,sig
418,Akr1a1,4.625811844682914e-09,expo_gamma,sig
419,Akr1a1_1,0.018829373285766948,expo_gamma,sig
420,Akr1a1_2,0.021210726651535672,expo_gamma,sig
421,Akr1a1_3,0.014911498252459299,expo_gamma,sig
422,Akr1b10,8.587730526699033e-11,expo_gamma,sig
423,Akr1b10_1,1.0,expo_gamma,ns
424,Akr1b3 _2,0.16625052890786884,expo_gamma,ns
425,Akr1b8,0.9526663693016921,expo_gamma,ns
426,Akr1c12.1,1.7396107520051274e-06,expo_gamma,sig
427,Akr1c13,0.5048866737508639,expo_gamma,ns
428,Akr1e1,0.006346888378635063,expo_gamma,sig
429,Akr7a5_1,5.076707504381162e-07,expo_gamma,sig
430,Akt1,5.766599446843657e-07,expo_gamma,sig
431,Akt1_1,1.1102230246251565e-16,expo_gamma,sig
432,Akt2_1,0.026374227924789495,expo_gamma,sig
433,Alad,0.00019645708823556873,expo_gamma,sig
434,Alas1,0.6479232763318292,expo_gamma,ns
435,Alas1_1,0.999974761265874,expo_gamma,ns
436,Alcam,0.07168951344952601,expo_gamma,ns
437,Aldh16a1,0.4358231467113689,expo_gamma,ns
438,Aldh18a1,0.8329933931971756,expo_gamma,ns
439,Aldh18a1_1,0.6253316033054073,expo_gamma,ns
440,Aldh18a1_2,1.0,expo_gamma,ns
441,Aldh18a1_3,1.0,expo_gamma,ns
442,Aldh18a1_4,1.0,expo_gamma,ns
443,Aldh1b1,1.0,expo_gamma,ns
444,Aldh2_2,2.259636922019581e-12,expo_gamma,sig
445,Aldh6a1,2.540188981214886e-05,expo_gamma,sig
446,Aldh7a1_2,0.9999986524417254,expo_gamma,ns
447,Aldh9a1_1,1.6690426818399828e-10,expo_gamma,sig
448,Aldoa,0.27230025105066347,expo_gamma,ns
449,Aldoa_1,0.6847238368770068,expo_gamma,ns
450,Aldoa_2,0.0410273037922434,expo_gamma,sig
451,Aldoa_3,0.0780184338138924,expo_gamma,ns
452,Aldoc_1,0.265632490329881,expo_gamma,ns
453,Alg1,0.3576238601327216,expo_gamma,ns
454,Alg13,1.0,expo_gamma,ns
455,Alg14,0.1538955552658966,expo_gamma,ns
456,Alg9,0.009425613024467205,expo_gamma,sig
457,Alkbh4,1.0,expo_gamma,ns
458,Alkbh4_1,0.9999339519071566,expo_gamma,ns
459,Alkbh4_2,1.0,expo_gamma,ns
460,Alkbh5,1.1102230246251565e-16,expo_gamma,sig
461,Alpk2,0.9999783810094064,expo_gamma,ns
462,Alpl,3.3839230084709016e-08,expo_gamma,sig
463,Als2,1.1102230246251565e-16,expo_gamma,sig
464,Als2cl,0.29409356591040037,expo_gamma,ns
465,Alyref,1.0,expo_gamma,ns
466,Alyref.1,0.9999727322693518,expo_gamma,ns
467,Amacr,0.1385193424487149,expo_gamma,ns
468,Ambra1,0.8865643467692651,expo_gamma,ns
469,Amfr,0.5440157936191021,expo_gamma,ns
470,Ammecr1l_1,1.1102230246251565e-16,expo_gamma,sig
471,Ammecr1l_2,1.1102230246251565e-16,expo_gamma,sig
472,Amn,5.328939511883846e-09,expo_gamma,sig
473,Ampd2,8.810396856517855e-12,expo_gamma,sig
474,Ampd2_1,1.3987349389843473e-08,expo_gamma,sig
475,Amz2,0.01740119048040445,expo_gamma,sig
476,Amz2_1,5.13855315853462e-07,expo_gamma,sig
477,Anapc1,0.00029235730633137,expo_gamma,sig
478,Anapc11,5.3049786785663855e-12,expo_gamma,sig
479,Anapc15,0.18343826415411746,expo_gamma,ns
480,Anapc15_1,0.12156259168357675,expo_gamma,ns
481,Anapc16_2,4.100975064758039e-06,expo_gamma,sig
482,Anapc1_1,1.0813572259849025e-13,expo_gamma,sig
483,Anapc4,0.824793777483636,expo_gamma,ns
484,Anapc4_1,0.4075650332650549,expo_gamma,ns
485,Anapc5,1.1102230246251565e-16,expo_gamma,sig
