,gene,best_fit
561,Defa2,other
567,Denr,other
568,Derl3,other
569,Dffa,other
570,Dffb,other
574,Dgkz,other
575,Dglucy,other
576,Dhx16,other
577,Dhx33,other
579,Diaph1,other
582,Dip2b,other
588,Dlgap2,other
590,Dmrta1,other
595,Dnaja4,other
599,Dnajc10,other
600,Dnajc12,other
601,Dnajc2,other
603,Dnm2,other
606,Dnpep,other
607,Dock10,other
617,Dusp10,other
619,Dusp16,other
620,Dusp22,other
623,Dusp8,other
625,Dync2h1,other
627,Dzip3,other
629,E2f6,other
633,Ecsit,other
634,Edem1,other
635,Edem3,other
637,Eefsec,other
638,Efcab14,other
639,Efemp2,other
640,Efnb1,other
647,Eif2ak3,other
648,Eif2ak4,other
649,Eif2b3,other
650,Eif3e,other
651,Eif3g,other
658,Elac2,other
665,Emp3,other
669,Entpd7,other
672,Ep400,other
675,Ephb6,other
677,Eps8,other
682,Eri2,other
683,Erich1,other
684,Erich3,other
686,Ero1lb,other
688,Esd,other
691,Esyt2,other
694,Ets1,other
695,Ets2,other
698,Exoc2,other
700,Exoc4,other
705,Ext1,other
707,Extl3,other
708,Ezr,other
712,Fabp4,other
713,Fabp7,other
721,Fam168b,other
723,Fam207a,other
726,Fam32a,other
733,Fbxl2,other
734,Fbxo11,other
736,Fbxo3,other
739,Fbxo34,other
740,Fbxo6,other
742,Fbxw9,other
743,Fdx2,other
744,Fech,other
747,Fgf13,other
752,Fhl3,other
765,Fmc1,other
766,Fn1,other
769,Fndc3a,other
770,Fopnl,other
778,Frs3,other
786,Fzd5,other
787,G3bp2,other
788,Gaa,other
790,Gabarapl2,other
791,Gabpa,other
794,Gabrr2,other
797,Galm,other
800,Galnt2,other
802,Galnt9,other
808,Gata3,other
809,Gatad1,other
811,Gbp4,other
812,Gbp9,other
813,Gcdh,other
817,Gdf11,other
819,Gemin8,other
828,Git2,other
829,Gjb4,other
833,Gldc,other
834,Glg1,other
835,Glmn,other
841,Gm10654,other
843,Gm12253,other
844,Gm13103,other
846,Gm2888,other
847,Gm3250,other
848,Gm4070,other
850,Gm45837,other
852,Gm49359,other
853,Gm5617,other
856,Gm9573,other
864,Gnb4,other
865,Gnb5,other
867,Gng13,other
874,Gnpda1,other
875,Gnpda2,other
882,Gon4l,other
886,Gpalpp1,other
887,Gpank1,other
888,Gpat3,other
890,Gpatch2l,other
893,Gpd2,other
896,Gpn3,other
897,Gpr132,other
901,Gpr171,other
904,Gpr65,other
906,Gprc5c,other
908,Gps2,other
914,Grcc10,other
915,Gria3,other
916,Gripap1,other
918,Grsf1,other
920,Gsk3b,other
921,Gskip,other
923,Gss,other
924,Gstm1,other
928,Gtf2h3,other
929,Gtf2ird1,other
930,Gtf3c4,other
932,Guf1,other
938,H1f3,other
947,Hacd2,other
948,Hace1,other
949,Hacl1,other
954,Hcst,other
958,Hdac7,other
960,Hdgfl2,other
964,Heatr5b,other
974,Hes6,other
975,Hes7,other
977,Hexim1,other
984,Hint2,other
985,Hint3,other
988,Hivep3,other
993,Hmgcl,other
994,Hmgn1,other
997,Hook1,other
999,Hook3,other
1006,Hps6,other
1014,Hspbp1,other
1016,Hus1b,other
1017,Hvcn1,other
1018,Hyls1,other
1019,Iah1,other
1020,Iars,other
1029,Ier2,other
1030,Ier3,other
1033,Iffo1,other
1035,Ifi206,other
1036,Ifi209,other
1037,Ifi35,other
1038,Ifi47,other
1041,Ifit3,other
1042,Ifit3b,other
1053,Igfbp7,other
1055,Iigp1,other
1059,Il1rap,other
1060,Il2,other
1063,Il2ra,other
1066,Ilk,other
1068,Ilvbl,other
1072,Ing3,other
1074,Inip,other
1077,Ino80d,other
1080,Insyn2a,other
1081,Ints11,other
1082,Ints5,other
1085,Ipo11,other
1086,Ipo4,other
1087,Ipp,other
1089,Irf2bp2,other
1091,Irf5,other
1092,Irf9,other
1095,Iscu,other
1096,Isg20l2,other
1098,Isx,other
1099,Isy1,other
1100,Itch,other
1101,Itga7,other
1102,Itgae,other
1105,Itgb8,other
1110,Itsn2,other
1113,Jak3,other
1114,Jaml,other
1115,Jun,other
1117,Kansl1,other
1124,Kcnip3,other
1128,Kctd17,other
1130,Kctd20,other
1131,Kctd3,other
1141,Klc3,other
1149,Klhdc10,other
1159,Klre1,other
1162,Kpna4,other
1163,Kremen1,other
1164,Krit1,other
1166,Krtap4-16,other
1170,Lamc3,other
1177,Lce1a1,other
1178,Lce1a2,other
1182,Ldlrad4,other
1183,Leng9,other
1191,Lims1,other
1196,Lmbr1l,other
1204,Lrrc57,other
1205,Lrrc75b,other
1206,Lrrc8a,other
1212,Lrrk1,other
1219,Ly9,other
1224,Mab21l2,other
1228,Magee2,other
1234,Malsu1,other
1236,Maml3,other
1237,Manbal,other
1238,Mansc4,other
1239,Map11,other
1242,Map2,other
1245,Map3k14,other
1246,Map3k15,other
1247,Map4,other
1248,Map4k4,other
1249,Map6,other
1250,Mapk14,other
1252,Mapk8,other
1255,Mark2,other
1258,Mbl2,other
1260,Mboat1,other
1261,Mboat7,other
1262,Mcidas,other
1264,Mcm7,other
1267,Mdc1,other
1272,Med20,other
1274,Med25,other
1275,Med27,other
1279,Med9,other
1281,Mef2c,other
1283,Mepce,other
1291,Mfap1b,other
1292,Mfap3,other
1297,Mfsd6,other
1298,Mfsd7a,other
1304,Mindy2,other
1309,Mlh1,other
1311,Mllt1,other
1312,Mllt11,other
1313,Mllt3,other
1314,Mlxip,other
1315,Mmab,other
1320,Mob4,other
1321,Mocos,other
1322,Mocs2,other
1323,Mocs3,other
1328,Mphosph9,other
1329,Mpnd,other
1330,Mpp1,other
1334,Mrc1,other
1337,Mrpl23,other
1340,Mrpl33,other
1342,Mrpl44,other
1345,Mrps2,other
1346,Mrps26,other
1347,Mrps28,other
1354,Ms4a6c,other
1356,Msc,other
1357,Msh2,other
1358,Msh3,other
1360,Msl3l2,other
1361,Mta3,other
1370,Mtm1,other
1371,Mtmr10,other
1373,Mtmr4,other
1374,Mtor,other
1375,Mtres1,other
1378,Mxd4,other
1379,Mxi1,other
1380,Mxra8,other
1382,Mycbp,other
1383,Myh7b,other
1386,Mymk,other
1388,Myo3b,other
1389,Mypop,other
1391,N4bp2l2,other
1395,Naglu,other
1397,Naip6,other
1400,Napg,other
1403,Nat2,other
1405,Naxe,other
1408,Nck1,other
1409,Nckap1,other
1415,Ndfip2,other
1417,Ndst2,other
1422,Neb,other
1423,Nebl,other
1424,Nedd1,other
1426,Nedd9,other
1428,Nek4,other
1430,Nek8,other
1431,Nelfb,other
1436,Neurog2,other
1437,Nfat5,other
1447,Nifk,other
1452,Nkapd1,other
1453,Nle1,other
1460,Noc2l,other
1461,Nol11,other
1464,Nol9,other
1466,Nop56,other
1467,Notch2,other
1470,Nr1d2,other
1476,Nrg1,other
1478,Nrros,other
1480,Nsun4,other
1482,Nt5c3,other
1486,Nub1,other
1488,Nudcd2,other
1492,Nudt3,other
1494,Nup210,other
1495,Nup214,other
1496,Nup50,other
1501,Oasl2,other
1506,Ola1,other
1507,Olfr122,other
1508,Olfr1349,other
1512,Olfr370,other
1514,Olfr60,other
1517,Olfr796,other
1519,Omg,other
1525,Os9,other
1526,Osbp,other
1528,Osbpl11,other
1530,Osbpl9,other
1532,Osgepl1,other
1538,Ovol2,other
1543,Pafah1b1,other
1552,Parp14,other
1553,Parp3,other
1554,Parp4,other
1560,Pccb,other
1565,Pcsk1,other
1569,Pdcl,other
1573,Pdlim7,other
1574,Pdp2,other
1584,Pex13,other
1585,Pex16,other
1590,Pfkm,other
1591,Pfn4,other
1597,Pgrmc1,other
1600,Phf1,other
1610,Phyh,other
1612,Pigl,other
1619,Pikfyve,other
1620,Pilra,other
1624,Pip4p1,other
1627,Pkig,other
1629,Plcg1,other
1632,Pld3,other
1636,Plekhg3,other
1640,Plgrkt,other
1644,Pln,other
1645,Plpp7,other
1648,Pml,other
1649,Pnisr,other
1652,Pnpla8,other
1656,Pole2,other
1659,Poll,other
1663,Polr1e,other
1666,Polr3c,other
1673,Pou6f1,other
1675,Ppan,other
1676,Ppcdc,other
1678,Ppid,other
1684,Ppp1r15a,other
1686,Ppp1r16b,other
1688,Ppp1r2,other
1690,Ppp1r35,other
1692,Ppp1r3e,other
1696,Ppp2r5e,other
1697,Ppp3ca,other
1699,Ppp4r3b,other
1703,Prdm15,other
1707,Prf1,other
1711,Prkcq,other
1715,Prkrip1,other
1719,Prorsd1,other
1721,Prpf3,other
1723,Prpf40a,other
1726,Prrt1,other
1727,Prss34,other
1737,Ptch1,other
1742,Ptges2,other
1745,Ptpre,other
1750,Pum3,other
1751,Purb,other
1754,Qdpr,other
1757,R3hcc1,other
1759,R3hdm2,other
1763,Rab11fip3,other
1764,Rab28,other
1765,Rab29,other
1766,Rab40c,other
1770,Rabif,other
1771,Rabl6,other
1773,Rad23a,other
1777,Ralbp1,other
1781,Rap1b,other
1788,Rb1,other
1790,Rbks,other
1791,Rbl2,other
1796,Rbm38,other
1797,Rbm41,other
1798,Rbm45,other
1799,Rbm6,other
1804,Rcan1,other
1811,Rdh11,other
1814,Rec8,other
1815,Reck,other
1816,Recql5,other
1817,Resf1,other
1821,Rfesd,other
1822,Rfx7,other
1831,Rhbdf2,other
1833,Rheb,other
1838,Rhog,other
1841,Rin1,other
1844,Ripk1,other
1845,Ripor2,other
1847,Rit1,other
1848,Rmdn3,other
1855,Rnasek,other
1857,Rnaset2b,other
1860,Rnf11,other
1864,Rnf13,other
1866,Rnf138,other
1871,Rnf213,other
1872,Rnf215,other
1875,Rnf44,other
1877,Rnls,other
1878,Rnpc3,other
1883,Rpf1,other
1889,Rpl18a,other
1894,Rpl35,other
1900,Rplp1,other
1905,Rps16,other
1913,Rptor,other
1916,Rrp12,other
1923,Rundc1,other
1924,Rundc3b,other
1925,Runx1,other
1927,Rxrb,other
1933,Samd3,other
1936,Samhd1,other
1941,Sar1a,other
1942,Saraf,other
1946,Sbds,other
1949,Scap,other
1950,Scarf2,other
1952,Scfd1,other
1955,Scn1b,other
1956,Scoc,other
1958,Sdad1,other
1963,Sec14l2,other
1968,Selenom,other
1969,Selenoo,other
1973,Senp3,other
1975,Septin6,other
1978,Serinc1,other
1980,Serpinb9b,other
1985,Setdb1,other
1987,Sfpq,other
1988,Sgcb,other
1989,Sgip1,other
1991,Sgpp2,other
1995,Sh2d2a,other
1997,Sh3gl1,other
1998,Sh3gl3,other
2001,Shld1,other
2002,Shq1,other
2005,Sidt2,other
2007,Sike1,other
2008,Simc1,other
2013,Slc10a7,other
2014,Slc12a9,other
2015,Slc16a4,other
2016,Slc16a9,other
2022,Slc25a36,other
2026,Slc25a51,other
2029,Slc28a2,other
2030,Slc30a6,other
2031,Slc30a9,other
2032,Slc32a1,other
2035,Slc35d2,other
2038,Slc37a1,other
2039,Slc37a2,other
2042,Slc39a4,other
2044,Slc41a2,other
2047,Slc4a9,other
2051,Slc7a10,other
2055,Slco3a1,other
2061,Slx4,other
2062,Slx4ip,other
2065,Smc3,other
2067,Smc5,other
2069,Smchd1,other
2073,Smg9,other
2074,Smim10l2a,other
2079,Smpdl3a,other
2083,Snap47,other
2085,Snrk,other
2087,Sntg2,other
2088,Snx11,other
2089,Snx13,other
2097,Sos1,other
2099,Sox15,other
2100,Sp1,other
2101,Sp2,other
2105,Spag9,other
2109,Spats2,other
2111,Sphk2,other
2117,Sprr2d,other
2119,Spry2,other
2125,Srebf2,other
2126,Srek1,other
2127,Srek1ip1,other
2132,Srp19,other
2135,Srpr,other
2137,Srsf10,other
2145,St3gal6,other
2147,Stat1,other
2148,Stat6,other
2151,Stimate,other
2152,Stk10,other
2153,Stk24,other
2161,Stub1,other
2164,Stx5a,other
2168,Sucla2,other
2169,Suclg1,other
2170,Suco,other
2171,Sugt1,other
2174,Sumf2,other
2177,Surf6,other
2180,Sv2c,other
2187,Synj1,other
2189,Synrg,other
2195,Taf13,other
2197,Taf1b,other
2200,Taf7,other
2208,Tatdn2,other
2211,Tbc1d16,other
2213,Tbc1d2b,other
2216,Tbcd,other
2217,Tbl1x,other
2223,Tcte3,other
2225,Tctn2,other
2226,Tead4,other
2227,Tec,other
2228,Tedc2,other
2229,Tefm,other
2234,Tes,other
2235,Tesc,other
2238,Tex2,other
2239,Tex264,other
2240,Tex9,other
2241,Tfip11,other
2250,Thoc7,other
2251,Thpo,other
2252,Thrap3,other
2253,Thtpa,other
2259,Timeless,other
2265,Tinf2,other
2268,Tlcd2,other
2269,Tle6,other
2270,Tlk1,other
2271,Tln1,other
2279,Tmem131,other
2280,Tmem138,other
2284,Tmem158,other
2285,Tmem160,other
2288,Tmem170,other
2292,Tmem177,other
2295,Tmem185a,other
2298,Tmem217,other
2304,Tmem267,other
2305,Tmem273,other
2307,Tmem37,other
2310,Tmem43,other
2316,Tmprss13,other
2317,Tmsb10,other
2319,Tmtc4,other
2320,Tmx4,other
2325,Tnfrsf14,other
2326,Tnfrsf17,other
2327,Tnfrsf1a,other
2339,Tomm34,other
2341,Top2b,other
2342,Tor1b,other
2348,Tpr,other
2349,Tprkb,other
2352,Tradd,other
2354,Traf3ip1,other
2355,Trak1,other
2357,Trappc10,other
2358,Trappc11,other
2361,Trappc8,other
2363,Trf,other
2367,Trim23,other
2369,Trim3,other
2373,Trim59,other
2375,Triml1,other
2377,Trip4,other
2380,Trmt13,other
2382,Trnp1,other
2384,Trp53inp2,other
2385,Trpc4ap,other
2389,Tsc1,other
2391,Tsen2,other
2392,Tsen54,other
2393,Tspan13,other
2394,Tspan14,other
2396,Tspyl1,other
2397,Tspyl3,other
2398,Tspyl4,other
2399,Tsr1,other
2400,Tsr2,other
2402,Tssc4,other
2407,Ttc33,other
2409,Ttc5,other
2410,Ttc7b,other
2414,Tuba4a,other
2418,Twist1,other
2421,Txndc15,other
2426,U2af2,other
2427,Uba7,other
2431,Ubash3a,other
2435,Ube2f,other
2438,Ube2r2,other
2443,Ubl7,other
2447,Uchl3,other
2457,Upf3b,other
2459,Uqcrfs1,other
2463,Usf3,other
2464,Usp17lb,other
2466,Usp25,other
2471,Usp38,other
2475,Usp8,other
2481,Utp23,other
2483,Uvrag,other
2486,Vgll4,other
2490,Vps13a,other
2493,Vps33b,other
2505,Wbp1l,other
2506,Wbp2,other
2507,Wdr18,other
2509,Wdr31,other
2518,Wdr82,other
2520,Wdr89,other
2523,Wipf2,other
2524,Wipf3,other
2526,Wt1,other
2528,Xbp1,other
2532,Xlr4a,other
2536,Xrn1,other
2540,Ybx2,other
2542,Yes1,other
2544,Yipf6,other
2545,Ythdc1,other
2546,Zbp1,other
2552,Zbtb43,other
2555,Zc2hc1a,other
2558,Zc3hav1,other
2559,Zc3hav1l,other
2560,Zc4h2,other
2562,Zcrb1,other
2566,Zfp101,other
2568,Zfp131,other
2573,Zfp266,other
2575,Zfp280b,other
2576,Zfp280c,other
2580,Zfp358,other
2583,Zfp36l1,other
2586,Zfp40,other
2588,Zfp444,other
2599,Zfp599,other
2607,Zfp759,other
2615,Zfp850,other
2620,Zfp94,other
2626,Zfp988,other
2627,Zfyve28,other
2628,Zhx2,other
2629,Zmat5,other
2632,Zmynd8,other
2639,Zzef1,other
2798,Aqp9,other
2802,Arap2,other
2808,Arhgap17,other
2810,Arhgap31,other
2852,Atg10,other
2910,Bcl2l11,other
2915,Bclaf3,other
2923,Bfar,other
2928,Bid,other
2936,Borcs6,other
2991,Ccdc130,other
3011,Ccnyl1,other
3150,Csnk1g3,other
3159,Ctr9,other
3207,Ddx18,other
3283,Eaf1,other
3378,Fam222a,other
3459,Gas1,other
3544,Gpatch8,other
3579,Gsto1,other
3585,Gtf3a,other
3639,Higd1a,other
3685,Idi1,other
3943,Mettl5,other
3960,Minpp1,other
3971,Mlxipl,other
4003,Mrps24,other
4027,Mthfsd,other
4033,Mtmr6,other
4113,Nkrf,other
4122,Noct,other
4234,Pde8a,other
4312,Pnma1,other
4382,Prorp,other
4398,Psme4,other
4408,Ptov1,other
4419,Pvrig,other
4435,Rab5if,other
4455,Rassf1,other
4459,Rbck1,other
4550,Rp2,other
4571,Rprd1a,other
4633,Sec24a,other
4684,Slc15a2,other
4782,Spin1,other
4783,Spin4,other
4847,Sun2,other
4914,Tfb2m,other
4932,Thyn1,other
4978,Tmem254a,other
5001,Tnfrsf13b,other
5017,Tomm5,other
5045,Trim25,other
5059,Trnau1ap,other
5099,Txndc11,other
5134,Ung,other
5210,Xkr8,other
5226,Ywhaq,other
5232,Zbtb41,other
5284,Zfp64,other
1,1110012L19Rik,gamma
10,1700017B05Rik,gamma
11,1700019D03Rik,gamma
12,1700020L24Rik,gamma
13,1700025G04Rik,gamma
15,1810009J06Rik,gamma
18,2310033P09Rik,gamma
21,2610001J05Rik,gamma
22,2610002M06Rik,gamma
30,4921524J17Rik,gamma
32,4930486L24Rik,gamma
34,4931406C07Rik,gamma
35,5430427O19Rik,gamma
36,6330403K07Rik,gamma
37,9030624G23Rik,gamma
39,9130023H24Rik,gamma
47,Aatf,gamma
51,Abcc3,gamma
55,Abce1,gamma
60,Abraxas1,gamma
63,Acaa2,gamma
65,Acadm,gamma
69,Acat1,gamma
72,Acot9,gamma
73,Acox1,gamma
74,Acsl3,gamma
79,Actrt3,gamma
82,Adal,gamma
86,Adcy7,gamma
87,Add1,gamma
89,Adgra1,gamma
94,Adh4,gamma
98,Adm2,gamma
101,Adprm,gamma
102,Adrb1,gamma
104,Aftph,gamma
105,Agap3,gamma
107,Agk,gamma
109,Ago1,gamma
110,Ago2,gamma
112,Agtpbp1,gamma
113,Ahcyl2,gamma
118,Akap5,gamma
123,Alkbh8,gamma
128,Anapc10,gamma
133,Ankrd26,gamma
134,Ankrd34a,gamma
137,Ankrd49,gamma
138,Ankrd50,gamma
143,Ap2a2,gamma
144,Ap3b2,gamma
145,Ap3m1,gamma
156,App,gamma
157,Aqp5,gamma
158,Aqr,gamma
159,Ar,gamma
160,Arap1,gamma
166,Arhgap26,gamma
167,Arhgap35,gamma
170,Arhgef7,gamma
177,Arl13b,gamma
178,Arl14ep,gamma
181,Arl5b,gamma
186,Armcx3,gamma
188,Arntl,gamma
190,Arpc5l,gamma
192,Arrdc3,gamma
197,Asb2,gamma
198,Ascl2,gamma
206,Atf2,gamma
209,Atg13,gamma
211,Atg5,gamma
218,Atp5e,gamma
219,Atp5h,gamma
220,Atp5md,gamma
240,Axin2,gamma
242,Azi2,gamma
247,B3gnt5,gamma
255,Bace2,gamma
256,Bach1,gamma
257,Bad,gamma
258,Bag3,gamma
259,Bbs12,gamma
261,Bckdhb,gamma
263,Bcl2a1c,gamma
264,Bcl2a1d,gamma
268,Bclaf1,gamma
269,Bcr,gamma
270,Bcs1l,gamma
272,Bet1,gamma
276,Bhlhb9,gamma
283,Bivm,gamma
285,Bmp7,gamma
287,Bpgm,gamma
291,Brd7,gamma
293,Brms1l,gamma
294,Brpf1,gamma
295,Brpf3,gamma
303,Btg3,gamma
308,C030006K11Rik,gamma
316,Cactin,gamma
319,Cadm1,gamma
322,Camk2n1,gamma
323,Camp,gamma
325,Carm1,gamma
327,Cars,gamma
329,Casc4,gamma
331,Casp1,gamma
334,Cbl,gamma
336,Cbll1,gamma
339,Ccar1,gamma
340,Ccdc117,gamma
341,Ccdc134,gamma
342,Ccdc137,gamma
346,Ccdc69,gamma
348,Ccdc82,gamma
349,Ccdc91,gamma
353,Ccl5,gamma
355,Ccnb1ip1,gamma
356,Ccng2,gamma
361,Ccr6,gamma
362,Ccr9,gamma
367,Cd2,gamma
371,Cd320,gamma
373,Cd3e,gamma
374,Cd4,gamma
375,Cd40lg,gamma
376,Cd44,gamma
377,Cd47,gamma
388,Cdc26,gamma
389,Cdc42,gamma
394,Cdk19,gamma
395,Cdk5rap1,gamma
397,Cdk8,gamma
401,Cebpb,gamma
403,Cebpz,gamma
404,Cela1,gamma
405,Cenpj,gamma
408,Cep135,gamma
412,Cep19,gamma
413,Cep295,gamma
415,Cep57l1,gamma
418,Cers6,gamma
421,Cfap157,gamma
422,Cfap36,gamma
430,Chic2,gamma
432,Chmp5,gamma
433,Chpf,gamma
441,Ciao1,gamma
444,Cldn19,gamma
460,Cnot6l,gamma
461,Cnp,gamma
463,Cnpy2,gamma
469,Commd6,gamma
473,Cops9,gamma
475,Coq2,gamma
477,Coq6,gamma
478,Cox10,gamma
479,Cox11,gamma
480,Cpeb2,gamma
481,Cplane1,gamma
484,Cpt2,gamma
485,Cr1l,gamma
487,Crbn,gamma
489,Creb5,gamma
490,Crem,gamma
491,Crk,gamma
492,Crot,gamma
493,Crtam,gamma
494,Crtap,gamma
496,Csf2ra,gamma
498,Csrnp1,gamma
503,Ctla2a,gamma
507,Ctsg,gamma
510,Ctu2,gamma
511,Ctxn1,gamma
515,Cul4b,gamma
518,Cwc22,gamma
519,Cwc25,gamma
522,Cxcr5,gamma
523,Cxcr6,gamma
530,Cyp4v3,gamma
533,D11Wsu47e,gamma
554,Ddx28,gamma
555,Ddx31,gamma
557,Ddx49,gamma
560,Def6,gamma
562,Defb25,gamma
564,Dennd1b,gamma
578,Dhx40,gamma
584,Dkc1,gamma
587,Dlg5,gamma
591,Dnaaf4,gamma
592,Dnaaf5,gamma
594,Dnaja3,gamma
596,Dnajb1,gamma
597,Dnajb13,gamma
608,Dph5,gamma
611,Dtwd1,gamma
612,Dtx4,gamma
613,Dus1l,gamma
616,Dusp1,gamma
621,Dusp3,gamma
626,Dynlt3,gamma
628,E130311K13Rik,gamma
631,Eci1,gamma
636,Eef1akmt2,gamma
641,Efnb2,gamma
642,Efr3a,gamma
645,Ehmt1,gamma
646,Eid1,gamma
655,Eif4ebp2,gamma
656,Eif5b,gamma
657,Elac1,gamma
660,Eloa,gamma
661,Elovl5,gamma
662,Elovl6,gamma
663,Elp1,gamma
667,Enpp2,gamma
673,Epb41l2,gamma
674,Epb41l5,gamma
678,Eral1,gamma
680,Erc1,gamma
689,Esf1,gamma
690,Esm1,gamma
693,Ethe1,gamma
696,Etv3,gamma
697,Evi2,gamma
699,Exoc3,gamma
701,Exoc5,gamma
704,Exosc7,gamma
706,Ext2,gamma
709,F2r,gamma
711,Faah,gamma
718,Fam126b,gamma
722,Fam204a,gamma
725,Fam241b,gamma
727,Fam3b,gamma
728,Fam43a,gamma
730,Fasl,gamma
732,Fau,gamma
735,Fbxo25,gamma
737,Fbxo30,gamma
748,Fgf16,gamma
749,Fgf18,gamma
750,Fgf2,gamma
753,Fibp,gamma
754,Fig4,gamma
757,Fiz1,gamma
758,Fkrp,gamma
760,Flg,gamma
761,Flot1,gamma
763,Flt3,gamma
764,Flywch2,gamma
768,Fnbp1l,gamma
777,Frs2,gamma
779,Fth1,gamma
780,Ftsj3,gamma
781,Fubp1,gamma
782,Fundc1,gamma
789,Gabarap,gamma
793,Gabpb2,gamma
796,Gadd45gip1,gamma
803,Gamt,gamma
804,Gan,gamma
805,Gapvd1,gamma
806,Gas6,gamma
807,Gas7,gamma
815,Gcnt1,gamma
816,Gdf10,gamma
820,Gfer,gamma
825,Gimap7,gamma
826,Gin1,gamma
830,Gjd3,gamma
832,Glce,gamma
837,Gls,gamma
838,Glt28d2,gamma
839,Glul,gamma
849,Gm43951,gamma
851,Gm47985,gamma
855,Gm6712,gamma
858,Gmfg,gamma
860,Gna12,gamma
862,Gna15,gamma
869,Gngt2,gamma
872,Gnl3,gamma
873,Gnpat,gamma
881,Golph3,gamma
883,Gopc,gamma
889,Gpatch1,gamma
895,Gpn1,gamma
898,Gpr137b,gamma
900,Gpr155,gamma
903,Gpr52,gamma
905,Gpr68,gamma
907,Gprin3,gamma
910,Gramd1c,gamma
917,Grk6,gamma
919,Gsdme,gamma
922,Gspt2,gamma
931,Gtf3c6,gamma
934,Gxylt1,gamma
935,Gypc,gamma
936,H1f0,gamma
940,H2-M3,gamma
