,gene,alpha,beta,rss,rmse,alpha_err,beta_err,model
0,0610012G03Rik,1.0,0.12589365212696926,0.05668200643353765,0.10647253771140956,,0.06411964734386161,expo
1,1110012L19Rik,1.0,0.10899738014905268,0.1102755747652309,0.14850964599326932,,0.09473969078730606,expo
2,1110017D15Rik,1.0,0.05127808613070337,1.3282559819005957,0.5762499418439441,,0.1074178090506918,expo
3,1110032A03Rik,1.0,0.825546661134636,0.722715842066585,0.3801883328211388,,0.10646811934132534,expo
4,1110032F04Rik,1.0,0.280636537005127,0.11765477642739512,0.15339802894913293,,0.17616563314300865,expo
5,1110051M20Rik,1.0,0.07167340227395774,0.24725745903279875,0.24862494798028553,,0.006609787032119504,expo
6,1110059G10Rik,1.0,0.062110385641585164,0.6135717016734664,0.3503060666541379,,0.08528684272414369,expo
7,1600012H06Rik,1.0,0.2304840260261057,0.07825417900658166,0.13986974208757738,,0.025589775132706667,expo
8,1700003F12Rik,1.0,0.052987939633497405,1.3539074630685228,0.5817876466264393,,0.07210467611380257,expo
9,1700010I14Rik,1.0,0.13499949341941261,0.42794535066516487,0.29255609741215954,,0.140539072185896,expo
10,1700017B05Rik,1.0,0.06823151369645626,0.2222437673433658,0.23571368614452884,,0.03304908904395095,expo
11,1700019D03Rik,1.0,0.049632599577675164,0.2702426615178695,0.25992434549204385,,0.038509632241253124,expo
12,1700020L24Rik,1.0,0.004695454782830713,0.8836857688270515,0.4204011819267523,,0.028525750973023112,expo
13,1700025G04Rik,1.0,0.17405407473152482,0.06154325997356011,0.12403957027251436,,0.06069553862028261,expo
14,1700029J07Rik,1.0,0.24383523722980635,0.0009116641603338941,0.015096888423892969,,0.16628683289702068,expo
15,1810009J06Rik,1.0,0.006140023231061209,0.8890194505526191,0.47143913990901815,,0.032575616230388495,expo
16,1810055G02Rik,1.0,0.0774607263648583,0.24077378181356135,0.21944192024932763,,0.04806742723695636,expo
17,2210016F16Rik,1.0,5.1358911722765774e-12,1.5002826570054584,0.5477741609469103,,0.024430920712500154,expo
18,2310033P09Rik,1.0,0.004874832945154034,0.9152019561333297,0.42783219984786786,,0.013301461826464937,expo
19,2310057M21Rik,1.0,0.12950947820962883,0.030479810390450307,0.08729233985644202,,0.17811493905118375,expo
20,2310061N02Rik,1.0,0.029801895407039574,0.6650080970421616,0.3646938708128124,,0.02901989970578822,expo
21,2610001J05Rik,1.0,0.15638232437104824,0.04360075991029366,0.10440397491270827,,0.034771142145581684,expo
22,2610002M06Rik,1.0,0.020919391629008213,0.6547013153474808,0.40456807688801916,,0.12123188432930462,expo
23,2610301B20Rik,1.0,0.08323855731769193,0.09471224328353736,0.15387677154425985,,0.047666997095871966,expo
24,2610507B11Rik,1.0,0.05739171077966547,3.3999696652520868,0.9219503328883947,,0.06554253115337927,expo
25,2700049A03Rik,1.0,0.08985637240450631,0.11793033631753429,0.15357756106771217,,0.04084655836230224,expo
26,2700081O15Rik,1.0,0.039089587167200866,0.5691260529204387,0.3373799202443556,,0.0763113830207621,expo
27,2810408A11Rik,1.0,0.2855891739084692,0.0008656830377610876,0.014711246019296662,,0.16472468301674198,expo
28,3110009E18Rik,1.0,0.11961318788819102,0.09315266371134799,0.1364937095336983,,0.04529796753859724,expo
29,4833420G17Rik,1.0,0.1701231780046959,0.07070232634461918,0.11891368831603802,,0.08199348022163369,expo
30,4921524J17Rik,1.0,0.057570540973026135,0.4144078848706708,0.3218726009117081,,0.08272616507890163,expo
31,4930453N24Rik,1.0,2.0004839266456018e-05,1.3164551607506279,0.5131189259325031,,0.02308673347755176,expo
